drugID,diseaseID,label,split,count_drug,count_disease,q_score_PS,p_score_Target,p_score_Category,p_score_Conditions,p_score_Description,p_score_Mechanism,p_score_Pharmacodynamics,p_score_Smile,adj_q_score_PS,adj_p_score_Target,adj_p_score_Category,adj_p_score_Conditions,adj_p_score_Description,adj_p_score_Mechanism,adj_p_score_Pharmacodynamics,adj_p_score_Smile,coverage_count,num_preds
DB00977,369,0,train,6.0,5.0,0.222749,0.0909090909090909,0.0786516853932584,0.0,0.6815872,0.8073153,0.80484426,0.1844660194174757,1.336494,0.4545454545454545,0.393258426966292,0.0,3.407936,4.0365765,4.0242213,0.9223300970873785,5,0
DB08802,198,0,train,1.0,3.0,0.032476,0.0,0.0,0.0,0.62865025,0.7125614,0.69929546,0.1296296296296296,0.032476,0.0,0.0,0.0,1.88595075,2.1376842,2.09788638,0.3888888888888888,5,0
DB00199,68,0,train,11.0,1.0,0.077561,0.0,0.0892857142857142,0.0,0.75337213,0.60135806,0.7840421,0.0904761904761904,0.853171,0.0,0.0892857142857142,0.0,0.75337213,0.60135806,0.7840421,0.0904761904761904,5,0
DB00433,26,0,train,1.0,5.0,0.151713,0.0,0.0493827160493827,0.0,0.63450307,0.72303057,0.6993418,0.1408450704225352,0.151713,0.0,0.2469135802469135,0.0,3.17251535,3.61515285,3.496709,0.704225352112676,5,0
DB00433,23,0,train,0.0,5.0,0.065045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00863,159,0,train,1.0,3.0,0.0,0.0,0.0266666666666666,0.0,0.8453068,0.7932224,0.5861529,0.0769230769230769,0.0,0.0,0.0799999999999998,0.0,2.5359204,2.3796672,1.7584586999999998,0.2307692307692307,5,0
DB01125,212,0,train,5.0,0.0,0.0,0.0,0.0,0.0,0.75528514,0.816535,0.7700752,0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00363,194,0,train,1.0,0.0,0.0,0.0,0.0126582278481012,0.0,0.685835,0.53912896,0.59842473,0.010752688172043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00997,374,0,train,1.0,14.0,0.189112,0.0,0.0161290322580645,0.0,0.49677622,0.7576861,0.7013431,0.1323529411764706,0.189112,0.0,0.2258064516129029,0.0,6.95486708,10.6076054,9.8188034,1.8529411764705883,5,0
DB00035,214,0,train,1.0,8.0,0.187348,0.0,0.0,0.0,0.74856347,0.54304206,0.7881464,0.0864661654135338,0.187348,0.0,0.0,0.0,5.98850776,4.34433648,6.3051712,0.6917293233082704,5,0
DB00187,55,0,train,4.0,2.0,0.030736,0.0,0.0333333333333333,0.0,0.8062562,0.862703,0.0,0.2650602409638554,0.122944,0.0,0.0666666666666666,0.0,1.6125124,1.725406,0.0,0.5301204819277108,5,0
DB01133,110,0,train,1.0,2.0,0.179176,0.0,0.0384615384615384,0.0,0.74376726,0.68246305,0.76143706,0.1237113402061855,0.179176,0.0,0.0769230769230768,0.0,1.48753452,1.3649261,1.52287412,0.247422680412371,5,0
DB01114,184,0,train,3.0,1.0,0.02955,0.0,0.1206896551724138,0.0,0.859902,0.8177485,0.7170075,0.2,0.08865,0.0,0.1206896551724138,0.0,0.859902,0.8177485,0.7170075,0.2,5,0
DB01196,392,0,train,21.0,2.0,0.074962,0.0,0.0606060606060606,0.0,0.7898907,0.7883665,0.7564527,0.1946902654867256,1.574202,0.0,0.1212121212121212,0.0,1.5797814,1.576733,1.5129054,0.3893805309734512,5,0
DB00331,115,0,train,1.0,7.0,0.047817,0.0,0.0,0.0,0.7294462,0.6766207,0.657904,0.0,0.047817,0.0,0.0,0.0,5.1061234,4.7363449,4.605328,0.0,5,0
DB01110,6,0,train,4.0,2.0,0.261889,0.0136986301369863,0.1547619047619047,0.0,0.79262066,0.8365541,0.8013789,0.1027397260273972,1.047556,0.0273972602739726,0.3095238095238094,0.0,1.58524132,1.6731082,1.6027578,0.2054794520547944,5,0
DB01137,84,0,train,3.0,1.0,0.090052,0.0,0.0930232558139534,0.0,0.7097091,0.62628686,0.7140851,0.1214953271028037,0.2701559999999999,0.0,0.0930232558139534,0.0,0.7097091,0.62628686,0.7140851,0.1214953271028037,5,0
DB00440,58,0,train,2.0,3.0,0.068041,0.0,0.0153846153846153,0.0,0.8298154,0.7924222,0.6625598,0.0562248995983935,0.136082,0.0,0.0461538461538459,0.0,2.4894462,2.3772666,1.9876794,0.1686746987951805,5,0
DB01058,383,0,train,1.0,0.0,0.0,0.0,0.03125,0.0,0.5640386,0.6715306,0.6877288,0.0490196078431372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB01237,173,0,train,2.0,1.0,0.025531,0.0,0.0,0.0,0.72309315,0.72804445,0.7631507,0.0619469026548672,0.051062,0.0,0.0,0.0,0.72309315,0.72804445,0.7631507,0.0619469026548672,5,0
DB00569,115,0,train,1.0,1.0,0.136169,0.0,0.0,0.0,0.7773256,0.83072424,0.7667451,0.0132450331125827,0.136169,0.0,0.0,0.0,0.7773256,0.83072424,0.7667451,0.0132450331125827,5,0
DB00175,396,0,train,11.0,2.0,0.12587,0.0,0.0196078431372549,0.0,0.7746484,0.82810116,0.7666505,0.1721311475409836,1.38457,0.0,0.0392156862745098,0.0,1.5492968,1.65620232,1.533301,0.3442622950819672,5,0
DB00788,206,0,train,1.0,10.0,0.179471,0.0,0.0,0.0,0.44211438,0.74543405,0.55690944,0.0985915492957746,0.179471,0.0,0.0,0.0,4.421143799999999,7.4543405,5.5690944,0.985915492957746,5,0
DB00368,6,0,train,4.0,1.0,0.144602,0.0,0.0625,0.0,0.79386914,0.7308153,0.76540244,0.0957446808510638,0.578408,0.0,0.0625,0.0,0.79386914,0.7308153,0.76540244,0.0957446808510638,5,0
DB00523,306,0,train,1.0,0.0,0.0,0.0,0.02,0.0,0.7407733,0.7040634,0.57717556,0.0948275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB01214,271,0,train,9.0,3.0,0.219978,0.0,0.0441176470588235,0.0,0.82632387,0.7689035,0.7759684,0.1206896551724138,1.979802,0.0,0.1323529411764705,0.0,2.47897161,2.3067105,2.3279052,0.3620689655172414,5,0
DB00175,189,0,train,1.0,2.0,0.129839,0.0,0.1071428571428571,0.0,0.6326653,0.68733346,0.6391789,0.1543209876543209,0.129839,0.0,0.2142857142857142,0.0,1.2653306,1.37466692,1.2783578,0.3086419753086418,5,0
DB00396,146,0,train,8.0,1.0,0.0,0.0454545454545454,0.2087912087912088,0.0,0.7677632,0.71613216,0.78073835,0.1098901098901098,0.0,0.0454545454545454,0.2087912087912088,0.0,0.7677632,0.71613216,0.78073835,0.1098901098901098,5,0
DB00470,83,0,train,3.0,1.0,0.087743,0.0,0.1842105263157894,0.0,0.76094466,0.6784697,0.7695818,0.1587301587301587,0.263229,0.0,0.1842105263157894,0.0,0.76094466,0.6784697,0.7695818,0.1587301587301587,5,0
DB01203,242,0,train,0.0,4.0,0.148981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00881,162,0,train,5.0,3.0,0.172151,0.0,0.119047619047619,0.0,0.89913654,0.78736144,0.86652046,0.2521739130434782,0.8607549999999999,0.0,0.357142857142857,0.0,2.69740962,2.36208432,2.59956138,0.7565217391304346,5,0
DB00987,291,0,train,1.0,8.0,0.219686,0.0,0.0851063829787234,0.0,0.62368214,0.53677875,0.51445216,0.0756302521008403,0.219686,0.0,0.6808510638297872,0.0,4.98945712,4.29423,4.11561728,0.6050420168067224,5,0
DB00535,191,0,train,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00384,398,0,train,1.0,2.0,0.217805,0.0,0.0128205128205128,0.0,0.6663559,0.7270665,0.6438187,0.2023809523809523,0.217805,0.0,0.0256410256410256,0.0,1.3327118,1.454133,1.2876374,0.4047619047619046,5,0
DB00991,10,0,train,6.0,4.0,0.103509,0.0,0.048780487804878,0.0,0.8258994,0.90220857,0.7493429,0.1885245901639344,0.621054,0.0,0.195121951219512,0.0,3.3035976,3.60883428,2.9973716,0.7540983606557377,5,0
DB00654,392,0,train,21.0,3.0,0.113513,0.0,0.0754716981132075,0.0,0.7446513,0.73847836,0.67246354,0.1896551724137931,2.383773,0.0,0.2264150943396225,0.0,2.2339539,2.21543508,2.01739062,0.5689655172413792,5,0
DB00280,340,0,train,1.0,1.0,0.0,0.0,0.0727272727272727,0.0,0.6993687,0.6114382,0.5855656,0.1164021164021164,0.0,0.0,0.0727272727272727,0.0,0.6993687,0.6114382,0.5855656,0.1164021164021164,5,0
DB00186,125,0,train,11.0,3.0,0.192917,0.175,0.208955223880597,0.0,0.8588122,0.86241615,0.8280612,0.3033707865168539,2.122087,0.5249999999999999,0.6268656716417911,0.0,2.5764366,2.58724845,2.4841836,0.9101123595505616,5,0
DB00393,12,0,train,6.0,2.0,0.075039,0.0,0.0769230769230769,0.0,0.7413384,0.8053494,0.77853966,0.1652892561983471,0.4502339999999999,0.0,0.1538461538461538,0.0,1.4826768,1.6106988,1.55707932,0.3305785123966942,5,0
DB00999,180,0,train,0.0,6.0,0.149892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00674,19,0,train,9.0,8.0,0.091037,0.0,0.109090909090909,0.0,0.7679501,0.6476997,0.8085175,0.1457286432160804,0.8193330000000001,0.0,0.872727272727272,0.0,6.1436008,5.1815976,6.46814,1.1658291457286432,5,0
DB00532,213,0,train,1.0,1.0,0.0,0.0,0.0,0.0,0.8489874,0.76938784,0.7814922,0.0277777777777777,0.0,0.0,0.0,0.0,0.8489874,0.76938784,0.7814922,0.0277777777777777,5,0
DB00458,33,0,train,1.0,3.0,0.133533,0.0,0.1074380165289256,0.0,0.6943326,0.87529767,0.7277048,0.2,0.133533,0.0,0.3223140495867768,0.0,2.0829978,2.62589301,2.1831144,0.6000000000000001,5,0
DB00917,387,0,train,4.0,1.0,0.0,0.0,0.0,0.0,0.6614307,0.7817595,0.77038884,0.1222222222222222,0.0,0.0,0.0,0.0,0.6614307,0.7817595,0.77038884,0.1222222222222222,5,0
DB00679,141,0,train,1.0,1.0,0.265405,0.0,0.12,0.0,0.7454227,0.79753214,0.66762066,0.152,0.265405,0.0,0.12,0.0,0.7454227,0.79753214,0.66762066,0.152,5,0
DB00203,94,0,train,14.0,3.0,0.384394,0.0,0.1538461538461538,0.0,0.8438805,0.7827643,0.7398698,0.1923076923076923,5.381516,0.0,0.4615384615384614,0.0,2.5316415,2.3482929,2.2196094,0.5769230769230769,5,0
DB00413,388,0,train,4.0,10.0,0.25575,0.0,0.0784313725490196,0.0,0.8376484,0.7687042,0.8434292,0.1428571428571428,1.023,0.0,0.7843137254901961,0.0,8.376484,7.687042,8.434292,1.428571428571428,5,0
DB00717,230,0,train,1.0,5.0,0.239503,0.0,0.0169491525423728,0.0,0.56078684,0.7462901,0.6571838,0.0689655172413793,0.239503,0.0,0.084745762711864,0.0,2.8039342,3.7314505,3.285919,0.3448275862068964,5,0
DB00376,318,0,train,13.0,6.0,0.059363,0.0,0.0,0.0,0.8060169,0.8039007,0.8123516,0.24,0.771719,0.0,0.0,0.0,4.8361014,4.823404200000001,4.8741096,1.44,5,0
DB01268,265,0,train,3.0,1.0,0.151127,0.0,0.1481481481481481,0.0,0.84630805,0.7799554,0.5977658,0.0744680851063829,0.453381,0.0,0.1481481481481481,0.0,0.84630805,0.7799554,0.5977658,0.0744680851063829,5,0
DB01003,172,0,train,3.0,2.0,0.231215,0.0,0.03125,0.0,0.8088857,0.8664047,0.80376756,0.1964285714285714,0.6936450000000001,0.0,0.0625,0.0,1.6177714,1.7328094,1.60753512,0.3928571428571428,5,0
DB00318,236,0,train,1.0,3.0,0.118256,0.0,0.0945945945945946,0.0,0.79103035,0.57412535,0.8695533,0.1478260869565217,0.118256,0.0,0.2837837837837837,0.0,2.37309105,1.7223760499999998,2.6086599,0.4434782608695651,5,0
DB00448,47,0,train,1.0,3.0,0.21079,0.0,0.134020618556701,0.0,0.7611971,0.57633495,0.79332167,0.173076923076923,0.21079,0.0,0.402061855670103,0.0,2.2835913,1.72900485,2.37996501,0.5192307692307689,5,0
DB01039,58,0,train,2.0,2.0,0.220267,0.0,0.0140845070422535,0.0,0.78515834,0.79962367,0.72542953,0.1008064516129032,0.440534,0.0,0.028169014084507,0.0,1.57031668,1.59924734,1.45085906,0.2016129032258064,5,0
DB00588,144,0,train,8.0,4.0,0.16777,0.0,0.1774193548387097,0.0,0.78010416,0.7699292,0.8295441,0.1809523809523809,1.34216,0.0,0.7096774193548387,0.0,3.12041664,3.0797168,3.3181764,0.7238095238095236,5,0
DB01035,326,0,train,1.0,2.0,0.0,0.0,0.0392156862745098,0.0,0.6622019,0.7847144,0.6415685,0.1074380165289256,0.0,0.0,0.0784313725490196,0.0,1.3244038,1.5694288,1.283137,0.2148760330578512,5,0
DB00307,153,0,train,7.0,2.0,0.147836,0.0,0.1136363636363636,0.0,0.78639185,0.7514887,0.77971137,0.1666666666666666,1.034852,0.0,0.2272727272727272,0.0,1.5727837,1.5029774,1.55942274,0.3333333333333332,5,0
DB00998,271,0,train,9.0,2.0,0.182384,0.0,0.0638297872340425,0.0,0.7565446,0.8400196,0.78365695,0.1940298507462686,1.6414559999999998,0.0,0.127659574468085,0.0,1.5130892,1.6800392,1.5673139,0.3880597014925372,5,0
DB00281,364,0,train,11.0,0.0,0.0,0.0,0.2278481012658227,0.0,0.48984152,0.78585577,0.82333463,0.2702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00376,85,0,train,6.0,6.0,0.251036,0.0,0.0,0.0,0.7798391,0.766852,0.67727345,0.1239316239316239,1.5062159999999998,0.0,0.0,0.0,4.6790346,4.601112,4.0636407000000005,0.7435897435897434,5,0
DB01576,399,0,train,5.0,2.0,0.107055,0.0,0.0434782608695652,0.0,0.7112073,0.7983289,0.64805216,0.0859375,0.535275,0.0,0.0869565217391304,0.0,1.4224146,1.5966578,1.29610432,0.171875,5,0
DB01080,156,0,train,6.0,2.0,0.0,0.0,0.0526315789473684,0.0,0.709326,0.83354056,0.8198912,0.1625,0.0,0.0,0.1052631578947368,0.0,1.418652,1.66708112,1.6397824,0.325,5,0
DB00295,126,0,train,1.0,0.0,0.0,0.0,0.1521739130434782,0.0,0.8077675,0.85102284,0.65673,0.1007751937984496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00160,268,0,train,4.0,1.0,0.35172,0.0,0.0,0.0,0.5233003,0.74998,0.7089292,0.0459770114942528,1.40688,0.0,0.0,0.0,0.5233003,0.74998,0.7089292,0.0459770114942528,5,0
DB00636,332,0,train,6.0,1.0,0.079808,0.0,0.1351351351351351,0.0,0.81596893,0.82434785,0.80591285,0.2702702702702703,0.478848,0.0,0.1351351351351351,0.0,0.81596893,0.82434785,0.80591285,0.2702702702702703,5,0
DB00736,107,0,train,8.0,3.0,0.16972,0.0,0.1914893617021276,0.0,0.8782822,0.87396884,0.86965287,0.1478260869565217,1.35776,0.0,0.5744680851063828,0.0,2.6348466,2.62190652,2.60895861,0.4434782608695651,5,0
DB00694,154,0,train,1.0,4.0,0.160989,0.0,0.1690140845070422,0.0,0.8171637,0.66692543,0.7334688,0.1756756756756756,0.160989,0.0,0.6760563380281688,0.0,3.2686548,2.66770172,2.9338752,0.7027027027027024,5,0
DB00437,115,0,train,1.0,1.0,0.0,0.0,0.0,0.0,0.8225087,0.56358725,0.80328494,0.0543478260869565,0.0,0.0,0.0,0.0,0.8225087,0.56358725,0.80328494,0.0543478260869565,5,0
DB01095,324,0,train,2.0,1.0,0.0,0.0666666666666666,0.0,0.0,0.7197057,0.73566425,0.75874734,0.075,0.0,0.0666666666666666,0.0,0.0,0.7197057,0.73566425,0.75874734,0.075,5,0
DB00589,190,0,train,5.0,7.0,0.114484,0.0,0.0483870967741935,0.0,0.57132715,0.7590629,0.7038388,0.1437908496732026,0.57242,0.0,0.3387096774193545,0.0,3.99929005,5.3134403,4.9268716,1.0065359477124185,5,0
DB00331,360,0,train,7.0,7.0,0.129879,0.0,0.0256410256410256,0.0,0.7846738,0.8478993,0.7156503,0.1379310344827586,0.909153,0.0,0.1794871794871791,0.0,5.4927166,5.9352951,5.0095521,0.9655172413793102,5,0
DB00603,221,0,train,6.0,3.0,0.084996,0.0,0.0147058823529411,0.0,0.82159203,0.85675734,0.8267012,0.1642857142857142,0.509976,0.0,0.0441176470588233,0.0,2.46477609,2.57027202,2.4801036,0.4928571428571426,5,0
DB01161,218,0,train,2.0,1.0,0.027583,0.0,0.0,0.0,0.6916017,0.82533205,0.74235785,0.1475409836065573,0.055166,0.0,0.0,0.0,0.6916017,0.82533205,0.74235785,0.1475409836065573,5,0
DB00428,338,0,train,1.0,1.0,0.108138,0.0,0.0,0.0,0.7041991,0.6595602,0.6673248,0.2181818181818181,0.108138,0.0,0.0,0.0,0.7041991,0.6595602,0.6673248,0.2181818181818181,5,0
DB00104,252,0,train,4.0,1.0,0.209975,0.0,0.109090909090909,0.0,0.8819108,0.7880489,0.8334605,0.146875,0.8399,0.0,0.109090909090909,0.0,0.8819108,0.7880489,0.8334605,0.146875,5,0
DB01406,319,0,train,2.0,5.0,0.072325,0.0,0.0212765957446808,0.0,0.7593787,0.8311543,0.7975049,0.0909090909090909,0.14465,0.0,0.1063829787234039,0.0,3.7968935,4.1557715,3.9875245,0.4545454545454545,5,0
DB01002,402,0,train,3.0,1.0,0.0,0.0,0.0769230769230769,0.0,0.78024864,0.77548975,0.6365458,0.1504424778761062,0.0,0.0,0.0769230769230769,0.0,0.78024864,0.77548975,0.6365458,0.1504424778761062,5,0
DB00928,150,0,train,1.0,2.0,0.02757,0.0,0.0526315789473684,0.0,0.8136814,0.7105284,0.7922513,0.0396039603960396,0.02757,0.0,0.1052631578947368,0.0,1.6273628,1.4210568,1.5845026,0.0792079207920792,5,0
DB00605,57,0,train,2.0,6.0,0.049172,0.0,0.0192307692307692,0.0,0.8090087,0.85710865,0.6198602,0.1093117408906882,0.098344,0.0,0.1153846153846152,0.0,4.8540522,5.142651900000001,3.7191612,0.6558704453441292,5,0
DB01250,26,0,train,1.0,0.0,0.0,0.0,0.0135135135135135,0.0,0.7448569,0.67635024,0.7369446,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00642,354,0,train,7.0,0.0,0.0,0.0,0.1081081081081081,0.0,0.72660947,0.83314145,0.78119624,0.1304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00535,360,0,train,7.0,1.0,0.0,0.0,0.0238095238095238,0.0,0.7264498,0.8077542,0.8006999,0.1333333333333333,0.0,0.0,0.0238095238095238,0.0,0.7264498,0.8077542,0.8006999,0.1333333333333333,5,0
DB00956,157,0,train,5.0,2.0,0.063641,0.0,0.0666666666666666,0.0,0.7964616,0.7798512,0.74868715,0.1691176470588235,0.318205,0.0,0.1333333333333332,0.0,1.5929232,1.5597024,1.4973743,0.338235294117647,5,0
DB00548,200,0,train,2.0,1.0,0.10557,0.0,0.0263157894736842,0.0,0.74042404,0.66502845,0.63610363,0.0238095238095238,0.21114,0.0,0.0263157894736842,0.0,0.74042404,0.66502845,0.63610363,0.0238095238095238,5,0
DB01188,187,0,train,1.0,1.0,0.113538,0.0,0.0,0.0,0.536834,0.8089781,0.70737374,0.0975609756097561,0.113538,0.0,0.0,0.0,0.536834,0.8089781,0.70737374,0.0975609756097561,5,0
DB04571,178,0,train,1.0,1.0,0.205382,0.0,0.0172413793103448,0.0,0.5640172,0.5628791,0.6360684,0.0825688073394495,0.205382,0.0,0.0172413793103448,0.0,0.5640172,0.5628791,0.6360684,0.0825688073394495,5,0
DB00421,167,0,train,1.0,6.0,0.102826,0.0,0.0,0.0,0.78935695,0.8227926,0.67101806,0.0588235294117647,0.102826,0.0,0.0,0.0,4.736141699999999,4.9367556,4.02610836,0.3529411764705882,5,0
DB00569,193,0,train,0.0,1.0,0.072852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00175,339,0,train,0.0,2.0,0.17337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB04861,167,0,train,1.0,4.0,0.102826,0.0,0.0408163265306122,0.0,0.7573645,0.7522871,0.682957,0.0185185185185185,0.102826,0.0,0.1632653061224488,0.0,3.029458,3.0091484,2.731828,0.074074074074074,5,0
DB00295,100,0,train,7.0,0.0,0.0,0.0,0.08,0.0,0.8109635,0.8319746,0.79917526,0.1565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0
DB00316,185,0,train,1.0,3.0,0.140676,0.0,0.0208333333333333,0.0,0.66073936,0.84394664,0.52179164,0.0512820512820512,0.140676,0.0,0.0624999999999999,0.0,1.98221808,2.53183992,1.56537492,0.1538461538461535,5,0
DB00381,58,0,train,2.0,5.0,0.13406,0.0,0.0138888888888888,0.0,0.8099786,0.82173586,0.82701135,0.1146245059288537,0.26812,0.0,0.069444444444444,0.0,4.049893,4.1086793,4.13505675,0.5731225296442686,5,0
DB00770,347,0,train,33.0,1.0,0.143301,0.0,0.0491803278688524,0.0,0.8372296,0.7986809,0.85872555,0.160377358490566,4.7289330000000005,0.0,0.0491803278688524,0.0,0.8372296,0.7986809,0.85872555,0.160377358490566,5,0
DB01156,379,0,train,4.0,1.0,0.060923,0.0,0.1071428571428571,0.0,0.86215276,0.86233777,0.8403435,0.1772151898734177,0.243692,0.0,0.1071428571428571,0.0,0.86215276,0.86233777,0.8403435,0.1772151898734177,5,0
DB00131,364,0,train,11.0,1.0,0.093865,0.0,0.0434782608695652,0.0,0.71285236,0.7287992,0.7277109,0.1235955056179775,1.032515,0.0,0.0434782608695652,0.0,0.71285236,0.7287992,0.7277109,0.1235955056179775,5,0
DB00783,230,0,train,1.0,4.0,0.201934,0.0,0.0138888888888888,0.0,0.59324247,0.61900985,0.79443586,0.0864197530864197,0.201934,0.0,0.0555555555555552,0.0,2.37296988,2.4760394,3.17774344,0.3456790123456788,5,0
DB00448,232,0,train,2.0,3.0,0.233284,0.0,0.0181818181818181,0.0,0.5205848,0.7951986,0.8236543,0.0273972602739726,0.466568,0.0,0.0545454545454543,0.0,1.5617544,2.3855958,2.4709629,0.0821917808219178,5,0
DB00622,323,0,train,1.0,1.0,0.088593,0.0,0.0125,0.0,0.7916613,0.57226354,0.8290556,0.1570881226053639,0.088593,0.0,0.0125,0.0,0.7916613,0.57226354,0.8290556,0.1570881226053639,5,0
DB00871,379,0,train,4.0,2.0,0.077774,0.0,0.074074074074074,0.0,0.737704,0.7781642,0.75586694,0.1411764705882353,0.311096,0.0,0.148148148148148,0.0,1.475408,1.5563284,1.51173388,0.2823529411764706,5,0
DB00289,72,0,train,2.0,1.0,0.073342,0.0,0.0294117647058823,0.0,0.77268934,0.7131623,0.73151094,0.125,0.146684,0.0,0.0294117647058823,0.0,0.77268934,0.7131623,0.73151094,0.125,5,0
DB01214,101,0,train,1.0,3.0,0.080836,0.0,0.0153846153846153,0.0,0.7296584,0.64542705,0.63903946,0.1206030150753768,0.080836,0.0,0.0461538461538459,0.0,2.1889752,1.93628115,1.91711838,0.3618090452261304,5,0
DB01003,383,0,train,1.0,2.0,0.285674,0.0,0.0232558139534883,0.0,0.67910737,0.72354,0.71273786,0.0384615384615384,0.285674,0.0,0.0465116279069766,0.0,1.35821474,1.44708,1.42547572,0.0769230769230768,5,0
DB01196,241,0,train,1.0,2.0,0.201292,0.0,0.0681818181818181,0.0,0.7327862,0.7715111,0.7387015,0.1571428571428571,0.201292,0.0,0.1363636363636362,0.0,1.4655724,1.5430222,1.477403,0.3142857142857142,5,0
DB01258,245,0,train,7.0,2.0,0.075078,0.0,0.087719298245614,0.0,0.77472734,0.82849014,0.7163686,0.1398305084745762,0.5255460000000001,0.0,0.175438596491228,0.0,1.54945468,1.65698028,1.4327372,0.2796610169491524,5,0
DB00468,271,0,train,9.0,1.0,0.134383,0.0,0.0963855421686747,0.0,0.830371,0.7756754,0.85957366,0.1297709923664122,1.209447,0.0,0.0963855421686747,0.0,0.830371,0.7756754,0.85957366,0.1297709923664122,5,0
DB01246,147,0,train,4.0,3.0,0.209577,0.0,0.0526315789473684,0.0,0.84431237,0.7768059,0.81347644,0.0857142857142857,0.838308,0.0,0.1578947368421052,0.0,2.53293711,2.3304177,2.44042932,0.2571428571428571,5,0
DB00747,195,0,train,2.0,7.0,0.181818,0.0,0.0833333333333333,0.0,0.8257105,0.7072221,0.78229845,0.1346153846153846,0.363636,0.0,0.5833333333333331,0.0,5.7799735000000005,4.9505547,5.47608915,0.9423076923076924,5,0
