drugID,diseaseID,label,split,count_drug,count_disease,q_score_PS,p_score_Target,p_score_Category,p_score_Conditions,p_score_Description,p_score_Mechanism,p_score_Pharmacodynamics,p_score_Smile,adj_q_score_PS,adj_p_score_Target,adj_p_score_Category,adj_p_score_Conditions,adj_p_score_Description,adj_p_score_Mechanism,adj_p_score_Pharmacodynamics,adj_p_score_Smile
DB01219,90,1,train,0.0,12.0,0.388715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00924,174,1,train,13.0,3.0,0.11614,0.0666666666666666,0.1521739130434782,0.0,0.70727545,0.76053923,0.8186865,0.4047619047619047,1.50982,0.1999999999999998,0.4565217391304346,0.0,2.12182635,2.28161769,2.4560595,1.2142857142857142
DB00401,124,1,train,68.0,1.0,0.271532,0.3846153846153846,0.5789473684210527,0.0,0.9428397,0.9979763,0.99597317,0.7974683544303798,18.464176,0.3846153846153846,0.5789473684210527,0.0,0.9428397,0.9979763,0.99597317,0.7974683544303798
DB00806,36,1,train,7.0,2.0,0.370725,0.0,0.0983606557377049,0.0,0.86503565,0.6686559,0.7488262,0.1391304347826087,2.595075,0.0,0.1967213114754098,0.0,1.7300713,1.3373118,1.4976524,0.2782608695652174
DB00635,6,1,train,3.0,22.0,0.289316,0.25,0.1494252873563218,0.0,0.8284422,0.81338644,0.8542845,0.2384615384615384,0.867948,5.5,3.2873563218390798,0.0,18.2257284,17.89450168,18.794259,5.246153846153844
DB00190,135,1,train,14.0,2.0,0.464046,0.0,0.3448275862068966,0.0,0.9441184,0.8378732,0.8395817,0.5490196078431373,6.496644,0.0,0.6896551724137931,0.0,1.8882368,1.6757464,1.6791634,1.0980392156862746
DB00635,371,1,train,22.0,22.0,0.74957,1.0,0.546875,0.0,0.90366346,0.9295209,0.84595937,0.5760869565217391,16.49054,22.0,12.03125,0.0,19.88059612,20.4494598,18.61110614,12.673913043478262
DB00419,384,1,train,0.0,4.0,0.583789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00334,294,1,train,2.0,2.0,0.261064,0.2647058823529412,0.4626865671641791,0.0,0.88622713,0.8896024,0.8871216,0.1889763779527559,0.522128,0.5294117647058824,0.9253731343283582,0.0,1.77245426,1.7792048,1.7742432,0.3779527559055118
DB00482,141,1,train,0.0,9.0,0.350015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01234,147,1,train,3.0,17.0,0.27647,0.2,0.4418604651162791,0.0,0.9309014,0.9295207,0.8765129,0.8518518518518519,0.82941,3.4000000000000004,7.511627906976744,0.0,15.8253238,15.8018519,14.9007193,14.48148148148148
DB00469,392,1,train,20.0,2.0,0.776582,1.0,0.6666666666666666,0.0,0.98594517,0.92103696,0.89967984,0.6891891891891891,15.53164,2.0,1.3333333333333333,0.0,1.97189034,1.84207392,1.79935968,1.3783783783783785
DB00382,10,1,train,5.0,7.0,0.667457,0.4,0.4666666666666667,0.0,0.9344021,0.88436055,0.90646344,0.1792452830188679,3.337285,2.8000000000000003,3.2666666666666666,0.0,6.5408147,6.19052385,6.3452440800000005,1.2547169811320753
DB00630,132,1,train,3.0,4.0,0.230282,0.2,0.7777777777777778,0.0,0.87250936,0.9826821,0.7118263,0.4423076923076923,0.690846,0.8,3.111111111111111,0.0,3.49003744,3.9307284,2.8473052,1.7692307692307692
DB00313,149,1,train,16.0,7.0,0.440958,0.2702702702702703,0.188034188034188,0.0,0.8837507,0.9121808,0.8954123,0.0891089108910891,7.055328,1.891891891891892,1.316239316239316,0.0,6.1862549,6.3852656,6.2678861,0.6237623762376238
DB01235,135,1,train,14.0,8.0,0.521949,0.7142857142857143,0.3448275862068966,0.0,0.9347576,0.8449334,0.8395817,0.5490196078431373,7.307285999999999,5.714285714285714,2.7586206896551726,0.0,7.4780608,6.7594672,6.7166536,4.392156862745098
DB00285,133,1,train,9.0,4.0,0.1085,0.5,0.4406779661016949,0.0,0.9261591,0.89680624,0.8280135,0.1938775510204081,0.9765,2.0,1.7627118644067796,0.0,3.7046364,3.58722496,3.312054,0.7755102040816324
DB01105,267,1,train,7.0,2.0,0.255168,0.5,0.3076923076923077,0.0,0.9100889,0.8650858,0.8830989,0.2236842105263158,1.786176,1.0,0.6153846153846154,0.0,1.8201778,1.7301716,1.7661978,0.4473684210526316
DB00434,368,1,train,0.0,10.0,0.32873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00887,251,1,train,4.0,7.0,0.260579,0.1428571428571428,0.6578947368421053,0.0,0.9719908,0.92419195,0.7883717,0.3695652173913043,1.042316,0.9999999999999996,4.605263157894737,0.0,6.8039356,6.46934365,5.5186019,2.5869565217391304
DB00448,163,1,train,14.0,2.0,0.164217,0.5,0.5,0.0,0.99811447,0.8108305,0.8994435,0.6904761904761905,2.299038,1.0,1.0,0.0,1.99622894,1.621661,1.798887,1.380952380952381
DB00695,196,1,train,11.0,9.0,0.247988,0.4,0.6578947368421053,0.0,0.95823145,0.9310797,0.9008596,0.3695652173913043,2.727868,3.6,5.921052631578948,0.0,8.62408305,8.3797173,8.1077364,3.326086956521739
DB00253,359,1,train,36.0,2.0,0.944425,1.0,0.4893617021276595,0.0,0.91183126,0.88923836,0.84617543,0.3396226415094339,33.9993,2.0,0.978723404255319,0.0,1.82366252,1.77847672,1.69235086,0.6792452830188678
DB01219,337,1,train,0.0,12.0,0.647398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01037,10,1,train,5.0,11.0,0.667457,0.0,0.1525423728813559,0.0,0.86311674,0.9016507,0.86046517,0.2121212121212121,3.337285,0.0,1.6779661016949148,0.0,9.49428414,9.9181577,9.46511687,2.333333333333333
DB00622,124,1,train,68.0,0.0,0.0,0.7073170731707317,0.492063492063492,0.0,0.9476433,0.9979763,0.99597317,0.5087719298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00169,271,1,train,8.0,7.0,0.251405,0.0,0.0857142857142857,0.0,0.84292436,0.62614423,0.63396466,0.192,2.01124,0.0,0.5999999999999999,0.0,5.900470520000001,4.38300961,4.43775262,1.344
DB00780,378,1,train,3.0,0.0,0.0,0.0,0.296875,0.0,0.9014412,0.83554935,0.8302537,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00275,124,1,train,68.0,1.0,0.271532,1.0,0.5357142857142857,0.0,0.91753304,0.88877785,0.86576056,0.4358974358974359,18.464176,1.0,0.5357142857142857,0.0,0.91753304,0.88877785,0.86576056,0.4358974358974359
DB00399,360,1,train,6.0,6.0,0.15161,0.0,0.0,0.0,0.8872075,0.6668961,0.74105287,0.1125,0.90966,0.0,0.0,0.0,5.323245,4.0013766,4.44631722,0.675
DB00283,358,1,train,36.0,2.0,0.998501,1.0,0.4761904761904761,0.0,0.9758403,0.9977308,0.9276831,0.3679245283018867,35.946036,2.0,0.9523809523809522,0.0,1.9516806,1.9954616,1.8553662,0.7358490566037734
DB00953,379,1,train,3.0,1.0,0.774075,0.6666666666666666,0.7741935483870968,0.0,0.7962418,0.78789216,0.74776787,0.547945205479452,2.322225,0.6666666666666666,0.7741935483870968,0.0,0.7962418,0.78789216,0.74776787,0.547945205479452
DB00434,307,1,train,1.0,10.0,0.232092,0.0,0.025,0.0,0.63029504,0.60313106,0.68658054,0.0,0.232092,0.0,0.25,0.0,6.3029504,6.0313106,6.8658054,0.0
DB00338,298,1,train,7.0,2.0,0.211691,0.0,0.2413793103448276,0.0,0.85003895,0.81080914,0.85337883,0.1804511278195488,1.4818369999999998,0.0,0.4827586206896552,0.0,1.7000779,1.62161828,1.70675766,0.3609022556390976
DB00374,269,1,train,4.0,1.0,0.068561,0.3333333333333333,0.6296296296296297,0.0,0.8707491,0.8336548,0.83150387,0.3423423423423423,0.274244,0.3333333333333333,0.6296296296296297,0.0,0.8707491,0.8336548,0.83150387,0.3423423423423423
DB00810,37,1,train,10.0,1.0,0.410462,0.25,0.4545454545454545,0.0,0.9559,0.8986045,0.8312342,0.6049382716049383,4.10462,0.25,0.4545454545454545,0.0,0.9559,0.8986045,0.8312342,0.6049382716049383
DB01115,405,1,train,54.0,2.0,0.271532,0.4166666666666667,0.492063492063492,0.0,0.9454436,0.92213404,0.8645413,0.7974683544303798,14.662728,0.8333333333333334,0.984126984126984,0.0,1.8908872,1.84426808,1.7290826,1.5949367088607596
DB01623,149,1,train,16.0,0.0,0.0,0.6666666666666666,0.6111111111111112,0.0,0.98499596,0.99761385,0.8413924,0.4473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00542,124,1,train,68.0,2.0,0.384394,1.0,0.8333333333333334,0.0,0.9363816,0.9356447,0.86076707,0.5614035087719298,26.138792,2.0,1.6666666666666667,0.0,1.8727632,1.8712894,1.72153414,1.1228070175438596
DB00541,19,1,train,8.0,11.0,0.24111,0.0,0.2452830188679245,0.0,0.9437053,0.8967478,0.78640485,0.1494252873563218,1.92888,0.0,2.698113207547169,0.0,10.3807583,9.8642258,8.650453350000001,1.6436781609195397
DB08907,290,1,train,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00672,40,1,train,12.0,3.0,0.891319,0.5,0.8,0.0,0.9886713,0.9387632,0.90891933,0.6666666666666666,10.695828,1.5,2.4000000000000004,0.0,2.9660139,2.8162896,2.7267579900000003,2.0
DB00280,28,1,train,11.0,0.0,0.0,0.2222222222222222,0.3409090909090909,0.0,0.93654895,0.8569028,0.8846108,0.2551020408163265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01177,208,1,train,10.0,3.0,0.596104,1.0,0.425,0.0,0.93197566,0.9973546,0.8626517,0.7946428571428571,5.96104,3.0,1.275,0.0,2.79592698,2.9920638,2.5879551000000003,2.383928571428571
DB00571,138,1,train,4.0,6.0,0.205053,0.25,0.3928571428571428,0.0,0.8553664,0.8366493,0.89352036,0.3296703296703296,0.820212,1.5,2.3571428571428568,0.0,5.1321984,5.0198958000000005,5.36112216,1.9780219780219777
DB00806,328,1,train,7.0,2.0,0.288836,0.0,0.1794871794871795,0.0,0.82915056,0.62644696,0.7747955,0.1333333333333333,2.021852,0.0,0.358974358974359,0.0,1.65830112,1.25289392,1.549591,0.2666666666666666
DB00122,376,1,train,15.0,5.0,0.089522,0.0,0.0612244897959183,0.0,0.6248834,0.7199886,0.77444017,0.0961538461538461,1.34283,0.0,0.3061224489795915,0.0,3.124417,3.599943,3.87220085,0.4807692307692305
DB00722,401,1,train,4.0,1.0,0.156156,0.3333333333333333,0.4666666666666667,0.0,0.93487346,0.76129633,0.790477,0.256198347107438,0.624624,0.3333333333333333,0.4666666666666667,0.0,0.93487346,0.76129633,0.790477,0.256198347107438
DB00839,41,1,train,11.0,2.0,0.544787,0.5,0.9,0.0,0.98871803,0.99226725,0.92676246,0.4814814814814814,5.992657,1.0,1.8,0.0,1.97743606,1.9845345,1.85352492,0.9629629629629628
DB00448,18,1,train,13.0,2.0,0.430743,0.5,0.7446808510638298,0.0,0.99811447,0.8108305,0.8994435,0.6904761904761905,5.599659,1.0,1.4893617021276595,0.0,1.99622894,1.621661,1.798887,1.380952380952381
DB00794,386,1,train,3.0,13.0,0.819887,0.0,0.1833333333333333,0.0,0.94126576,0.87481844,0.80769104,0.2375,2.459661,0.0,2.383333333333333,0.0,12.23645488,11.37263972,10.49998352,3.0875
DB00650,25,1,train,3.0,2.0,0.266724,0.0,0.0862068965517241,0.0,0.88675433,0.7807842,0.74624336,0.4122137404580153,0.8001720000000001,0.0,0.1724137931034482,0.0,1.77350866,1.5615684,1.49248672,0.8244274809160306
DB00898,99,1,train,58.0,1.0,0.057204,0.2575757575757575,0.2456140350877192,0.0,0.6952118,0.8478534,0.8538898,0.2105263157894736,3.317832,0.2575757575757575,0.2456140350877192,0.0,0.6952118,0.8478534,0.8538898,0.2105263157894736
DB00863,163,1,train,14.0,2.0,0.068205,0.5,0.3846153846153846,0.0,0.9784372,0.83984876,0.8830332,0.6111111111111112,0.95487,1.0,0.7692307692307692,0.0,1.9568744,1.67969752,1.7660664,1.2222222222222223
DB00960,405,1,train,54.0,1.0,0.271532,0.8,0.7575757575757576,0.0,0.94126827,0.91444564,0.88559204,0.4444444444444444,14.662728,0.8,0.7575757575757576,0.0,0.94126827,0.91444564,0.88559204,0.4444444444444444
DB00253,358,1,train,36.0,2.0,0.998501,1.0,0.5128205128205128,0.0,0.90550476,0.8833771,0.84617543,0.4479166666666667,35.946036,2.0,1.0256410256410255,0.0,1.81100952,1.7667542,1.69235086,0.8958333333333334
DB01064,183,1,train,27.0,2.0,0.38905,0.75,0.6578947368421053,0.0,0.8243432,0.90751415,0.863178,0.7045454545454546,10.50435,1.5,1.3157894736842106,0.0,1.6486864,1.8150283,1.726356,1.4090909090909092
DB00987,272,1,train,4.0,7.0,0.472558,0.0,0.4166666666666667,0.0,0.9164607,0.8883547,0.9206786,0.4852941176470588,1.890232,0.0,2.916666666666667,0.0,6.4152249,6.218482900000001,6.4447502,3.397058823529412
DB00285,99,1,train,58.0,4.0,0.136941,1.0,0.4166666666666667,0.0,0.9487434,0.9141305,0.8735488,0.4155844155844156,7.942578,4.0,1.6666666666666667,0.0,3.7949736,3.656522,3.4941952,1.6623376623376624
DB00989,370,1,train,12.0,14.0,0.755165,0.0,0.1739130434782608,0.0,0.8483618,0.8558266,0.8597396,0.2352941176470588,9.06198,0.0,2.4347826086956514,0.0,11.8770652,11.9815724,12.0363544,3.294117647058823
DB00441,360,1,train,6.0,2.0,0.335419,0.3333333333333333,0.2058823529411764,0.0,0.87795365,0.78033334,0.8357991,0.1125,2.0125140000000004,0.6666666666666666,0.4117647058823528,0.0,1.7559073,1.56066668,1.6715982,0.225
DB00950,358,1,train,36.0,3.0,0.94294,1.0,0.3157894736842105,0.0,0.96058714,1.0000001,0.84595937,0.8636363636363636,33.94584,3.0,0.9473684210526316,0.0,2.88176142,3.0000003,2.53787811,2.590909090909091
DB00514,396,1,train,10.0,0.0,0.0,0.1428571428571428,0.391304347826087,0.5,0.86446697,0.84674543,0.81922466,0.4069767441860465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00313,228,1,train,6.0,7.0,0.203291,0.1774193548387097,0.1648351648351648,0.0,0.93164325,0.84662026,0.8739902,0.1525423728813559,1.219746,1.2419354838709675,1.1538461538461535,0.0,6.52150275,5.92634182,6.117931400000001,1.0677966101694911
DB00697,164,1,train,4.0,3.0,0.066908,0.0,0.1538461538461538,0.0,0.79966193,0.83584857,0.8401505,0.1066666666666666,0.267632,0.0,0.4615384615384614,0.0,2.39898579,2.50754571,2.5204515,0.3199999999999998
DB01275,88,1,train,4.0,1.0,0.287587,0.0,0.1612903225806451,0.0,0.86485523,0.88284177,0.8451924,0.1428571428571428,1.150348,0.0,0.1612903225806451,0.0,0.86485523,0.88284177,0.8451924,0.1428571428571428
DB01069,100,1,train,6.0,4.0,0.110074,0.0795454545454545,0.1964285714285714,0.0,0.8423472,0.84275687,0.8414082,0.3103448275862069,0.660444,0.318181818181818,0.7857142857142856,0.0,3.3693888,3.37102748,3.3656328,1.2413793103448276
DB00762,25,1,train,3.0,2.0,0.442665,0.0,0.1969696969696969,0.0,0.8789735,0.8020741,0.7816849,0.1361256544502617,1.327995,0.0,0.3939393939393938,0.0,1.757947,1.6041482,1.5633698,0.2722513089005234
DB01194,124,1,train,68.0,3.0,0.188469,0.8,0.56,0.0,0.9293082,0.80740577,0.84448415,0.5555555555555556,12.815892,2.4000000000000004,1.6800000000000002,0.0,2.7879246,2.42221731,2.53345245,1.6666666666666667
DB01244,405,1,train,54.0,0.0,0.0,0.3529411764705882,0.4615384615384615,0.0,0.83942205,0.9166518,0.7918006,0.3100775193798449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00635,288,1,train,0.0,22.0,0.42204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00515,257,1,train,4.0,6.0,0.300802,0.0,0.4482758620689655,0.0,0.8844034,0.92615783,0.9056767,0.0,1.203208,0.0,2.689655172413793,0.0,5.3064204,5.556946979999999,5.4340602,0.0
DB00657,405,1,train,54.0,2.0,0.404717,0.0,0.2222222222222222,0.0,0.8995025,0.922938,0.8826211,0.1414141414141414,21.854718,0.0,0.4444444444444444,0.0,1.799005,1.845876,1.7652422,0.2828282828282828
DB00227,401,1,train,4.0,1.0,0.444694,0.0,0.203125,0.0,0.90113086,0.76635605,0.88520825,0.1796875,1.778776,0.0,0.203125,0.0,0.90113086,0.76635605,0.88520825,0.1796875
DB00215,49,1,train,4.0,4.0,0.136257,0.25,0.5833333333333334,0.0,0.92305934,0.86414665,0.78829837,0.2522522522522522,0.545028,1.0,2.333333333333333,0.0,3.69223736,3.4565866,3.15319348,1.0090090090090087
DB00515,280,1,train,32.0,6.0,0.406313,0.0,0.4482758620689655,0.0,0.9300825,0.92615783,0.999045,0.0526315789473684,13.002016,0.0,2.689655172413793,0.0,5.580495,5.556946979999999,5.99427,0.3157894736842104
DB00909,199,1,train,12.0,10.0,0.388041,0.2682926829268293,0.3269230769230769,0.0,0.95625484,0.9234646,0.90021014,0.2461538461538461,4.656492,2.682926829268293,3.269230769230769,0.0,9.5625484,9.234646,9.0021014,2.461538461538461
DB00995,62,1,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01050,376,1,train,15.0,8.0,0.14574,0.4,0.5,0.0,0.88531965,0.94172573,0.8864913,0.4032258064516129,2.1861,3.2,4.0,0.0,7.0825572,7.53380584,7.0919304,3.225806451612903
DB00733,244,1,train,4.0,0.0,0.0,0.5,0.15,0.0,0.8118478,0.85998183,0.7918611,0.1290322580645161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00193,1,1,train,8.0,4.0,0.129079,0.1153846153846153,0.1666666666666666,0.0,0.835281,0.8139468,0.90009874,0.1938775510204081,1.032632,0.4615384615384612,0.6666666666666664,0.0,3.341124,3.2557872,3.60039496,0.7755102040816324
DB00310,124,1,train,68.0,1.0,0.271532,0.3333333333333333,0.5757575757575758,0.0,0.9714322,0.9394111,0.0,0.4204545454545454,18.464176,0.3333333333333333,0.5757575757575758,0.0,0.9714322,0.9394111,0.0,0.4204545454545454
DB00963,195,1,train,1.0,1.0,0.200163,0.0,0.0,0.0,0.75878537,0.79923904,0.56817317,0.07,0.200163,0.0,0.0,0.0,0.75878537,0.79923904,0.56817317,0.07
DB01234,38,1,train,5.0,17.0,0.360196,0.4,0.5,0.0,0.8851836,0.99999976,0.9330202,1.0,1.80098,6.800000000000001,8.5,0.0,15.0481212,16.99999592,15.8613434,17.0
DB01098,91,1,train,0.0,1.0,0.589956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00286,197,1,train,5.0,7.0,0.257198,0.4,0.3953488372093023,0.0,0.9483936,0.85584265,0.89560735,0.6891891891891891,1.28599,2.8000000000000003,2.7674418604651163,0.0,6.638755199999999,5.990898550000001,6.2692514500000005,4.824324324324324
DB00328,181,1,train,16.0,10.0,0.453417,0.25,0.4918032786885246,0.0,0.86068946,0.8417474,0.9306223,0.3333333333333333,7.254672,2.5,4.918032786885246,0.0,8.6068946,8.417474,9.306223,3.333333333333333
DB00856,164,1,train,4.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.76955336,0.7293625,0.82377034,0.3703703703703703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01248,113,1,train,2.0,4.0,0.401914,0.0,0.1860465116279069,0.0,0.90784746,0.710512,0.8199841,0.1389645776566757,0.803828,0.0,0.7441860465116276,0.0,3.63138984,2.842048,3.2799364,0.5558583106267028
DB00500,392,1,train,20.0,3.0,0.776582,1.0,0.76,0.0,0.92675215,0.89837,0.83531064,0.4069767441860465,15.53164,3.0,2.28,0.0,2.78025645,2.69511,2.50593192,1.2209302325581397
DB00216,289,1,train,7.0,3.0,0.939359,1.0,0.5333333333333333,0.0,0.9013528,0.7259756,0.79597896,0.3571428571428571,6.575513000000001,3.0,1.6,0.0,2.7040584,2.1779268000000003,2.38793688,1.0714285714285712
DB00342,359,1,train,36.0,5.0,0.944425,0.8571428571428571,0.2682926829268293,0.0,0.92761004,0.90283906,0.8655601,0.8636363636363636,33.9993,4.285714285714286,1.3414634146341464,0.0,4.6380502,4.5141953,4.3278005,4.318181818181818
DB01196,329,1,train,2.0,1.0,0.508742,0.5,0.0869565217391304,0.0,0.86390144,0.8242564,0.7747536,0.4150943396226415,1.017484,0.5,0.0869565217391304,0.0,0.86390144,0.8242564,0.7747536,0.4150943396226415
DB00991,376,1,train,15.0,3.0,0.036339,1.0,0.7407407407407407,0.0,0.9625457,0.92639935,0.97459346,0.3571428571428571,0.545085,3.0,2.2222222222222223,0.0,2.8876371,2.77919805,2.92378038,1.0714285714285712
DB00494,370,1,train,12.0,8.0,0.764516,1.0,0.5,0.0,0.9435791,0.90381527,0.85180104,0.3493975903614458,9.174192,8.0,4.0,0.0,7.5486328,7.23052216,6.81440832,2.7951807228915664
DB00759,359,1,train,36.0,6.0,0.944425,0.0,0.1666666666666666,0.0,0.8625896,0.7694354,0.85108465,0.2015503875968992,33.9993,0.0,0.9999999999999996,0.0,5.1755376,4.6166124,5.1065079,1.2093023255813953
DB00221,188,1,train,11.0,2.0,0.112017,0.6666666666666666,0.6551724137931034,0.0,0.87985784,0.8100995,0.8065486,0.3709677419354839,1.232187,1.3333333333333333,1.3103448275862069,0.0,1.75971568,1.620199,1.6130972,0.7419354838709677
DB00624,231,1,train,1.0,1.0,0.244616,0.4,0.282051282051282,0.0,0.92355597,0.7970576,0.7363255,0.4761904761904761,0.244616,0.4,0.282051282051282,0.0,0.92355597,0.7970576,0.7363255,0.4761904761904761
DB01088,269,1,train,4.0,3.0,0.142649,0.1,0.64,0.0,0.8061529,0.820209,0.8398239,0.4489795918367347,0.570596,0.3,1.92,0.0,2.4184587,2.460627,2.5194717,1.346938775510204
DB00945,128,1,train,21.0,16.0,0.640926,0.0909090909090909,0.3673469387755102,0.0,0.8770615,0.8780837,0.88281244,0.3492063492063492,13.459446,1.4545454545454544,5.877551020408164,0.0,14.032984,14.0493392,14.12499904,5.587301587301587
DB00457,311,1,train,4.0,6.0,0.081461,0.5,0.4193548387096774,0.0,0.82917917,0.8216953,0.8184248,0.6509433962264151,0.325844,3.0,2.516129032258064,0.0,4.97507502,4.9301718,4.9105488,3.9056603773584895
DB06287,360,1,train,6.0,1.0,0.335419,1.0,0.5909090909090909,0.0,0.84921014,0.89875597,0.0,0.8731707317073171,2.0125140000000004,1.0,0.5909090909090909,0.0,0.84921014,0.89875597,0.0,0.8731707317073171
DB00847,204,1,train,0.0,1.0,0.375342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB01075,89,1,train,22.0,1.0,0.434455,0.3333333333333333,0.3333333333333333,0.5,0.8982799,0.83855397,0.86476624,0.4736842105263157,9.55801,0.3333333333333333,0.3333333333333333,0.5,0.8982799,0.83855397,0.86476624,0.4736842105263157
DB00380,211,1,train,0.0,4.0,0.366989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00484,69,1,train,10.0,2.0,0.381716,0.2222222222222222,0.2222222222222222,0.0,0.89216167,0.8491448,0.7825259,0.1184210526315789,3.81716,0.4444444444444444,0.4444444444444444,0.0,1.78432334,1.6982896,1.5650518,0.2368421052631578
DB01115,124,1,train,68.0,2.0,0.271532,0.3636363636363636,0.492063492063492,0.0,0.95570475,0.92213404,0.84457874,0.7974683544303798,18.464176,0.7272727272727272,0.984126984126984,0.0,1.9114095,1.84426808,1.68915748,1.5949367088607596
DB01225,157,1,train,4.0,3.0,0.240784,0.6666666666666666,0.6666666666666666,0.0,0.8049438,0.86981004,0.69038236,1.0,0.963136,2.0,2.0,0.0,2.4148314,2.60943012,2.07114708,3.0
DB00542,94,1,train,13.0,2.0,0.384394,1.0,0.75,0.0,0.9353317,0.89686984,0.8313256,0.5614035087719298,4.997122,2.0,1.5,0.0,1.8706634,1.79373968,1.6626512,1.1228070175438596
DB01234,359,1,train,36.0,17.0,0.944425,0.2,0.4831460674157303,0.0,0.9309014,0.9295207,0.9330202,1.0,33.9993,3.4000000000000004,8.213483146067414,0.0,15.8253238,15.8018519,15.8613434,17.0
DB08802,358,1,train,36.0,2.0,0.998501,1.0,0.5714285714285714,0.0,0.96694505,0.9977308,0.90347254,0.7014925373134329,35.946036,2.0,1.1428571428571428,0.0,1.9338901,1.9954616,1.80694508,1.4029850746268655
