DrugID,DiseaseID
DB01099,MESH:D000741
DB01114,MESH:D000741
DB01115,MESH:D000741
DB01174,MESH:D000741
DB01206,MESH:D000741
DB09121,MESH:D000741
DB14509,MESH:D000741
DB00091,MESH:D000743
DB00190,MESH:D000743
DB00224,MESH:D000743
DB00290,MESH:D000743
DB00316,MESH:D000743
DB00448,MESH:D000743
DB00461,MESH:D000743
DB00501,MESH:D000743
DB00537,MESH:D000743
DB00550,MESH:D000743
DB00605,MESH:D000743
DB00672,MESH:D000743
DB00845,MESH:D000743
DB00864,MESH:D000743
DB00951,MESH:D000743
DB00959,MESH:D000743
DB01035,MESH:D000743
DB01045,MESH:D000743
DB01086,MESH:D000743
DB01118,MESH:D000743
DB01174,MESH:D000743
DB01331,MESH:D000743
DB01426,MESH:D000743
DB00242,MESH:D000744
DB00252,MESH:D000744
DB00480,MESH:D000744
DB00501,MESH:D000744
DB00537,MESH:D000744
DB00554,MESH:D000744
DB00672,MESH:D000744
DB00713,MESH:D000744
DB00811,MESH:D000744
DB01032,MESH:D000744
DB01035,MESH:D000744
DB01050,MESH:D000744
DB00709,MESH:D000748
DB00945,MESH:D000748
DB01005,MESH:D000748
DB00115,MESH:D000749
DB00787,MESH:D000749
DB00794,MESH:D000749
DB00977,MESH:D000749
DB01131,MESH:D000749
DB00327,MESH:D000755
DB00635,MESH:D000755
DB01593,MESH:D000755
DB00126,MESH:D000756
DB00158,MESH:D000756
DB00339,MESH:D000756
DB01174,MESH:D000782
DB00571,MESH:D000783
DB00907,MESH:D000783
DB00007,MESH:D000787
DB00290,MESH:D000787
DB00321,MESH:D000787
DB00343,MESH:D000787
DB00361,MESH:D000787
DB00381,MESH:D000787
DB00489,MESH:D000787
DB00571,MESH:D000787
DB00572,MESH:D000787
DB00598,MESH:D000787
DB00612,MESH:D000787
DB00661,MESH:D000787
DB00668,MESH:D000787
DB00727,MESH:D000787
DB00752,MESH:D000787
DB00867,MESH:D000787
DB00945,MESH:D000787
DB01183,MESH:D000787
DB08964,MESH:D000787
DB00544,MESH:D000789
DB06151,MESH:D000789
DB00136,MESH:D000799
DB00202,MESH:D000799
DB00246,MESH:D000799
DB00292,MESH:D000799
DB00372,MESH:D000799
DB00404,MESH:D000799
DB00446,MESH:D000799
DB00455,MESH:D000799
DB00492,MESH:D000799
DB00519,MESH:D000799
DB00564,MESH:D000799
DB00571,MESH:D000799
DB00586,MESH:D000799
DB00608,MESH:D000799
DB00630,MESH:D000799
DB00637,MESH:D000799
DB00714,MESH:D000799
DB00715,MESH:D000799
DB00758,MESH:D000799
DB00784,MESH:D000799
DB00788,MESH:D000799
DB00886,MESH:D000799
DB00975,MESH:D000799
DB01029,MESH:D000799
DB01340,MESH:D000799
DB00544,MESH:D000853
DB00173,MESH:D000855
DB00193,MESH:D000855
DB00313,MESH:D000855
DB00316,MESH:D000855
DB00350,MESH:D000855
DB00358,MESH:D000855
DB00441,MESH:D000855
DB00475,MESH:D000855
DB00495,MESH:D000855
DB00544,MESH:D000855
DB00581,MESH:D000855
DB00613,MESH:D000855
DB00620,MESH:D000855
DB00647,MESH:D000855
DB00848,MESH:D000855
DB00951,MESH:D000855
DB01115,MESH:D000855
DB01169,MESH:D000855
DB01219,MESH:D000855
DB01233,MESH:D000855
DB01242,MESH:D000855
DB01393,MESH:D000855
DB01454,MESH:D000855
DB05630,MESH:D000855
DB09401,MESH:D000855
DB13954,MESH:D000855
DB14509,MESH:D000855
DB00171,MESH:D000857
DB00211,MESH:D000857
DB00907,MESH:D000857
DB00987,MESH:D000857
DB01077,MESH:D000857
DB01082,MESH:D000857
DB00333,MESH:D000860
DB00434,MESH:D000860
DB00435,MESH:D000860
DB00454,MESH:D000860
DB00561,MESH:D000860
DB00661,MESH:D000860
DB00683,MESH:D000860
DB00811,MESH:D000860
DB01054,MESH:D000860
DB01174,MESH:D000860
DB01221,MESH:D000860
DB01236,MESH:D000860
DB00228,MESH:D001002
DB00343,MESH:D001002
DB00359,MESH:D001002
DB00368,MESH:D001002
DB00445,MESH:D001002
DB00554,MESH:D001002
DB00945,MESH:D001002
DB01181,MESH:D001002
DB09462,MESH:D001002
DB00182,MESH:D001008
DB00184,MESH:D001008
DB00230,MESH:D001008
DB00295,MESH:D001008
DB00349,MESH:D001008
DB00358,MESH:D001008
DB00404,MESH:D001008
DB00468,MESH:D001008
DB00619,MESH:D001008
DB00656,MESH:D001008
DB00745,MESH:D001008
DB00811,MESH:D001008
DB00863,MESH:D001008
DB00917,MESH:D001008
DB00985,MESH:D001008
DB01063,MESH:D001008
DB01068,MESH:D001008
DB01142,MESH:D001008
DB01224,MESH:D001008
DB01233,MESH:D001008
DB04832,MESH:D001008
DB04841,MESH:D001008
DB08815,MESH:D001008
DB09131,MESH:D001008
DB09167,MESH:D001008
DB14509,MESH:D001008
DB14539,MESH:D001014
DB00136,MESH:D001018
DB00277,MESH:D001018
DB01186,MESH:D001018
DB00434,MESH:D001022
DB01186,MESH:D001022
DB00188,MESH:D001037
DB00297,MESH:D001037
DB00563,MESH:D001037
DB00795,MESH:D001037
DB01181,MESH:D001037
DB00201,MESH:D001049
DB00295,MESH:D001049
DB00318,MESH:D001049
DB00327,MESH:D001049
DB00450,MESH:D001049
DB00490,MESH:D001049
DB00571,MESH:D001049
DB00668,MESH:D001049
DB00899,MESH:D001049
DB00975,MESH:D001049
DB01082,MESH:D001049
DB01183,MESH:D001049
DB01236,MESH:D001049
DB01327,MESH:D001049
DB01337,MESH:D001049
DB01339,MESH:D001049
DB00227,MESH:D001068
DB00281,MESH:D001068
DB00390,MESH:D001068
DB00434,MESH:D001068
DB00916,MESH:D001068
DB01576,MESH:D001068
DB06774,MESH:D001068
DB00196,MESH:D001145
DB00199,MESH:D001145
DB00206,MESH:D001145
DB00215,MESH:D001145
DB00333,MESH:D001145
DB00368,MESH:D001145
DB00397,MESH:D001145
DB00411,MESH:D001145
DB00422,MESH:D001145
DB00425,MESH:D001145
DB00489,MESH:D001145
DB00575,MESH:D001145
DB00590,MESH:D001145
DB00604,MESH:D001145
DB00633,MESH:D001145
DB00640,MESH:D001145
DB00668,MESH:D001145
DB00669,MESH:D001145
DB00715,MESH:D001145
DB00732,MESH:D001145
DB00762,MESH:D001145
DB00773,MESH:D001145
DB00959,MESH:D001145
DB00997,MESH:D001145
DB00999,MESH:D001145
DB01092,MESH:D001145
DB01110,MESH:D001145
DB01115,MESH:D001145
DB01154,MESH:D001145
DB01195,MESH:D001145
DB01204,MESH:D001145
DB01205,MESH:D001145
DB01244,MESH:D001145
DB01339,MESH:D001145
DB01392,MESH:D001145
DB01394,MESH:D001145
DB01558,MESH:D001145
DB01580,MESH:D001145
DB01592,MESH:D001145
DB04855,MESH:D001145
DB04957,MESH:D001145
DB09220,MESH:D001145
DB00388,MESH:D001157
DB00675,MESH:D001157
DB00682,MESH:D001157
DB01115,MESH:D001157
DB01159,MESH:D001157
DB00153,MESH:D001161
DB00688,MESH:D001161
DB01023,MESH:D001161
DB01115,MESH:D001161
DB00182,MESH:D001167
DB00277,MESH:D001167
DB00184,MESH:D001168
DB00412,MESH:D001168
DB00437,MESH:D001168
DB00550,MESH:D001168
DB00563,MESH:D001168
DB01045,MESH:D001168
DB01082,MESH:D001168
DB01097,MESH:D001168
DB00435,MESH:D001169
DB00482,MESH:D001169
DB01041,MESH:D001169
DB01169,MESH:D001169
DB06774,MESH:D001169
DB11672,MESH:D001169
DB00328,MESH:D001170
DB00741,MESH:D001170
DB00945,MESH:D001171
DB00461,MESH:D001172
DB00563,MESH:D001172
DB00584,MESH:D001172
DB00608,MESH:D001172
DB00635,MESH:D001172
DB00755,MESH:D001172
DB00795,MESH:D001172
DB00814,MESH:D001172
DB00945,MESH:D001172
DB01628,MESH:D001172
DB00321,MESH:D001201
DB00328,MESH:D001201
DB00503,MESH:D001201
DB00694,MESH:D001201
DB00695,MESH:D001201
DB01118,MESH:D001201
DB01147,MESH:D001201
DB00635,MESH:D001228
DB00277,MESH:D001247
DB00338,MESH:D001247
DB00915,MESH:D001247
DB00918,MESH:D001247
DB00997,MESH:D001247
DB01101,MESH:D001247
DB01162,MESH:D001247
DB01248,MESH:D001247
DB00435,MESH:D001249
DB00471,MESH:D001249
DB00563,MESH:D001249
DB00622,MESH:D001249
DB00744,MESH:D001249
DB00907,MESH:D001249
DB01050,MESH:D001249
DB01223,MESH:D001249
DB01233,MESH:D001249
DB01234,MESH:D001249
DB01364,MESH:D001249
DB01366,MESH:D001249
DB01408,MESH:D001249
DB04576,MESH:D001249
DB00091,MESH:D001259
DB00158,MESH:D001259
DB00186,MESH:D001259
DB00333,MESH:D001259
DB00490,MESH:D001259
DB00531,MESH:D001259
DB00563,MESH:D001259
DB00599,MESH:D001259
DB00661,MESH:D001259
DB00677,MESH:D001259
DB00753,MESH:D001259
DB00794,MESH:D001259
DB00818,MESH:D001259
DB00848,MESH:D001259
DB00852,MESH:D001259
DB00909,MESH:D001259
DB00915,MESH:D001259
DB00949,MESH:D001259
DB00951,MESH:D001259
DB00979,MESH:D001259
DB00987,MESH:D001259
DB00996,MESH:D001259
DB01043,MESH:D001259
DB01082,MESH:D001259
DB03575,MESH:D001259
DB00264,MESH:D001281
DB00280,MESH:D001281
DB00295,MESH:D001281
DB00334,MESH:D001281
DB00343,MESH:D001281
DB00388,MESH:D001281
DB00451,MESH:D001281
DB00531,MESH:D001281
DB00630,MESH:D001281
DB00668,MESH:D001281
DB00714,MESH:D001281
DB00862,MESH:D001281
DB00866,MESH:D001281
DB00981,MESH:D001281
DB01029,MESH:D001281
DB01099,MESH:D001281
DB01169,MESH:D001281
DB01173,MESH:D001281
DB01229,MESH:D001281
DB01426,MESH:D001281
DB04855,MESH:D001281
DB06709,MESH:D001281
DB06718,MESH:D001281
DB00182,MESH:D001284
DB00331,MESH:D001284
DB00864,MESH:D001284
DB01261,MESH:D001284
DB01268,MESH:D001284
DB01577,MESH:D001284
DB01618,MESH:D001284
DB06819,MESH:D001284
DB00184,MESH:D001289
DB00285,MESH:D001289
DB00289,MESH:D001289
DB00477,MESH:D001289
DB00745,MESH:D001289
DB01222,MESH:D001289
DB01577,MESH:D001289
DB00134,MESH:D001321
DB00148,MESH:D001321
DB00490,MESH:D001321
DB00640,MESH:D001321
DB00871,MESH:D001321
DB01041,MESH:D001321
DB01132,MESH:D001321
DB01238,MESH:D001321
DB01242,MESH:D001321
DB00477,MESH:D001327
DB01035,MESH:D001327
DB11590,MESH:D001327
DB00321,MESH:D001342
DB00335,MESH:D001342
DB00350,MESH:D001342
DB00570,MESH:D001342
DB00683,MESH:D001342
DB00916,MESH:D001342
DB00181,MESH:D001416
DB00540,MESH:D001416
DB00555,MESH:D001416
DB00652,MESH:D001416
DB00694,MESH:D001416
DB00924,MESH:D001416
DB01147,MESH:D001416
DB01161,MESH:D001416
DB09073,MESH:D001416
DB00301,MESH:D001424
DB00456,MESH:D001424
DB00493,MESH:D001424
DB00563,MESH:D001424
DB00788,MESH:D001424
DB00959,MESH:D001424
DB01079,MESH:D001424
DB01095,MESH:D001424
DB01221,MESH:D001424
DB01326,MESH:D001424
DB00945,MESH:D001477
DB00176,MESH:D001480
DB00201,MESH:D001480
DB00391,MESH:D001480
DB00422,MESH:D001480
DB00433,MESH:D001480
DB00490,MESH:D001480
DB00501,MESH:D001480
DB00502,MESH:D001480
DB00540,MESH:D001480
DB00568,MESH:D001480
DB00635,MESH:D001480
DB00737,MESH:D001480
DB00822,MESH:D001480
DB00945,MESH:D001480
DB00989,MESH:D001480
DB01235,MESH:D001480
DB01356,MESH:D001480
DB01618,MESH:D001480
DB01624,MESH:D001480
DB08922,MESH:D001480
DB00215,MESH:D001523
DB00246,MESH:D001523
DB00285,MESH:D001523
DB00297,MESH:D001523
DB00370,MESH:D001523
DB00376,MESH:D001523
DB00458,MESH:D001523
DB00514,MESH:D001523
DB00540,MESH:D001523
DB00624,MESH:D001523
DB00648,MESH:D001523
DB00715,MESH:D001523
DB00721,MESH:D001523
DB00726,MESH:D001523
DB00811,MESH:D001523
DB00830,MESH:D001523
DB00987,MESH:D001523
DB01063,MESH:D001523
DB01242,MESH:D001523
DB01337,MESH:D001523
DB01577,MESH:D001523
DB01592,MESH:D001523
DB01618,MESH:D001523
DB09286,MESH:D001523
DB00531,MESH:D001528
DB00795,MESH:D001528
DB00758,MESH:D001649
DB00864,MESH:D001649
DB00959,MESH:D001649
DB12965,MESH:D001649
DB01956,MESH:D001651
DB00152,MESH:D001714
DB00158,MESH:D001714
DB00176,MESH:D001714
DB00191,MESH:D001714
DB00193,MESH:D001714
DB00313,MESH:D001714
DB00321,MESH:D001714
DB00370,MESH:D001714
DB00387,MESH:D001714
DB00422,MESH:D001714
DB00472,MESH:D001714
DB00490,MESH:D001714
DB00500,MESH:D001714
DB00503,MESH:D001714
DB00543,MESH:D001714
DB00577,MESH:D001714
DB00620,MESH:D001714
DB00635,MESH:D001714
DB00656,MESH:D001714
DB00927,MESH:D001714
DB00996,MESH:D001714
DB01035,MESH:D001714
DB01068,MESH:D001714
DB01183,MESH:D001714
DB01191,MESH:D001714
DB01200,MESH:D001714
DB01202,MESH:D001714
DB01215,MESH:D001714
DB01238,MESH:D001714
DB01576,MESH:D001714
DB01577,MESH:D001714
DB00122,MESH:D001724
DB00184,MESH:D001724
DB00795,MESH:D001744
DB01419,MESH:D001744
DB00541,MESH:D001745
DB00675,MESH:D001745
DB00720,MESH:D001745
DB01212,MESH:D001745
DB01373,MESH:D001745
DB00007,MESH:D001749
DB00317,MESH:D001749
DB00328,MESH:D001749
DB00441,MESH:D001749
DB00570,MESH:D001749
DB00855,MESH:D001749
DB00993,MESH:D001749
DB01169,MESH:D001749
DB01229,MESH:D001749
DB01327,MESH:D001749
DB09073,MESH:D001749
DB11672,MESH:D001749
DB00181,MESH:D001750
DB00297,MESH:D001750
DB00165,MESH:D001763
DB00321,MESH:D001763
DB00698,MESH:D001763
DB01010,MESH:D001763
DB14509,MESH:D001763
DB00408,MESH:D001764
DB00502,MESH:D001764
DB00162,MESH:D001766
DB00242,MESH:D001766
DB00302,MESH:D001766
DB00468,MESH:D001766
DB00563,MESH:D001766
DB00721,MESH:D001766
DB00904,MESH:D001766
DB00993,MESH:D001766
DB01234,MESH:D001766
DB00395,MESH:D001768
DB00564,MESH:D001768
DB00788,MESH:D001768
DB00035,MESH:D001778
DB00181,MESH:D001778
DB00273,MESH:D001778
DB00578,MESH:D001778
DB00636,MESH:D001778
DB01169,MESH:D001778
DB00907,MESH:D001791
DB01240,MESH:D001791
DB00717,MESH:D001847
DB00907,MESH:D001847
DB01174,MESH:D001847
DB11081,MESH:D001847
DB00313,MESH:D001848
DB00201,MESH:D001851
DB00252,MESH:D001851
DB00695,MESH:D001851
DB00437,MESH:D001855
DB00446,MESH:D001855
DB00480,MESH:D001855
DB00495,MESH:D001855
DB00531,MESH:D001855
DB00550,MESH:D001855
DB00599,MESH:D001855
DB00783,MESH:D001855
DB01234,MESH:D001855
DB00675,MESH:D001859
DB00720,MESH:D001859
DB00720,MESH:D001862
DB01097,MESH:D001862
DB01392,MESH:D001862
DB00199,MESH:D001919
DB00202,MESH:D001919
DB00252,MESH:D001919
DB00264,MESH:D001919
DB00297,MESH:D001919
DB00334,MESH:D001919
DB00353,MESH:D001919
DB00368,MESH:D001919
DB00421,MESH:D001919
DB00428,MESH:D001919
DB00434,MESH:D001919
DB00454,MESH:D001919
DB00477,MESH:D001919
DB00501,MESH:D001919
DB00537,MESH:D001919
DB00544,MESH:D001919
DB00564,MESH:D001919
DB00570,MESH:D001919
DB00572,MESH:D001919
DB00586,MESH:D001919
DB00595,MESH:D001919
DB00715,MESH:D001919
DB00721,MESH:D001919
DB00738,MESH:D001919
DB00787,MESH:D001919
DB00802,MESH:D001919
DB00813,MESH:D001919
DB00844,MESH:D001919
DB00863,MESH:D001919
DB00866,MESH:D001919
DB00883,MESH:D001919
DB00892,MESH:D001919
DB00935,MESH:D001919
DB00964,MESH:D001919
DB01075,MESH:D001919
DB01159,MESH:D001919
DB01161,MESH:D001919
DB01182,MESH:D001919
DB01192,MESH:D001919
DB01210,MESH:D001919
DB01236,MESH:D001919
DB01297,MESH:D001919
DB01339,MESH:D001919
DB01373,MESH:D001919
DB01388,MESH:D001919
DB01396,MESH:D001919
DB01400,MESH:D001919
DB04855,MESH:D001919
DB06155,MESH:D001919
DB06288,MESH:D001919
DB06709,MESH:D001919
DB08838,MESH:D001919
DB09232,MESH:D001919
DB09242,MESH:D001919
DB09477,MESH:D001919
DB00181,MESH:D001927
DB00279,MESH:D001927
DB00313,MESH:D001927
DB00359,MESH:D001927
DB00360,MESH:D001927
DB00408,MESH:D001927
DB00502,MESH:D001927
DB00544,MESH:D001927
DB00550,MESH:D001927
DB00586,MESH:D001927
DB00593,MESH:D001927
DB00746,MESH:D001927
DB00747,MESH:D001927
DB00822,MESH:D001927
DB00928,MESH:D001927
DB00993,MESH:D001927
DB00996,MESH:D001927
DB00997,MESH:D001927
DB01017,MESH:D001927
DB01221,MESH:D001927
DB01223,MESH:D001927
DB01229,MESH:D001927
DB01234,MESH:D001927
DB01598,MESH:D001927
DB01605,MESH:D001927
DB00273,MESH:D001928
DB00776,MESH:D001928
DB00945,MESH:D001928
DB00184,MESH:D001929
DB00186,MESH:D001929
DB00313,MESH:D001929
DB00328,MESH:D001929
DB00388,MESH:D001929
DB00393,MESH:D001929
DB00584,MESH:D001929
DB00696,MESH:D001929
DB00755,MESH:D001929
DB01104,MESH:D001929
DB01132,MESH:D001929
DB00184,MESH:D001930
DB00201,MESH:D001930
DB00382,MESH:D001930
DB00422,MESH:D001930
DB00541,MESH:D001930
DB00641,MESH:D001930
DB00783,MESH:D001930
DB01065,MESH:D001930
DB01068,MESH:D001930
DB01132,MESH:D001930
DB01200,MESH:D001930
DB01394,MESH:D001930
DB01614,MESH:D001930
DB06151,MESH:D001930
DB06819,MESH:D001930
DB09121,MESH:D001930
DB14001,MESH:D001930
DB00309,MESH:D001932
DB00328,MESH:D001932
DB00694,MESH:D001932
DB00997,MESH:D001932
DB00977,MESH:D001941
DB00136,MESH:D001943
DB00266,MESH:D001943
DB00361,MESH:D001943
DB00396,MESH:D001943
DB00481,MESH:D001943
DB00541,MESH:D001943
DB00563,MESH:D001943
DB00572,MESH:D001943
DB00675,MESH:D001943
DB00755,MESH:D001943
DB00773,MESH:D001943
DB00863,MESH:D001943
DB00904,MESH:D001943
DB00947,MESH:D001943
DB01083,MESH:D001943
DB01101,MESH:D001943
DB01185,MESH:D001943
DB01259,MESH:D001943
DB01262,MESH:D001943
DB02342,MESH:D001943
DB04743,MESH:D001943
DB06774,MESH:D001943
DB11672,MESH:D001943
DB12442,MESH:D001943
DB06774,MESH:D001982
DB00695,MESH:D001997
DB01222,MESH:D001997
DB00635,MESH:D002051
DB00694,MESH:D002051
DB00898,MESH:D002056
DB00412,MESH:D002100
DB05088,MESH:D002100
DB00169,MESH:D002114
DB00184,MESH:D002114
DB00635,MESH:D002114
DB00520,MESH:D002177
DB00586,MESH:D002177
DB01099,MESH:D002177
DB00257,MESH:D002181
DB00126,MESH:D002277
DB00309,MESH:D002277
DB00499,MESH:D002277
DB00541,MESH:D002277
DB00675,MESH:D002277
DB00773,MESH:D002277
DB00877,MESH:D002277
DB01132,MESH:D002277
DB06777,MESH:D002277
DB00441,MESH:D002289
DB00982,MESH:D002289
DB01030,MESH:D002289
DB01143,MESH:D002289
DB01229,MESH:D002289
DB01248,MESH:D002289
DB11672,MESH:D002289
DB00309,MESH:D002292
DB00428,MESH:D002292
DB00603,MESH:D002292
DB00661,MESH:D002292
DB00675,MESH:D002292
DB03783,MESH:D002292
DB00541,MESH:D002294
DB00993,MESH:D002294
DB01248,MESH:D002294
DB02709,MESH:D002294
DB04743,MESH:D002294
DB06151,MESH:D002294
DB08865,MESH:D002294
DB00437,MESH:D002295
DB00481,MESH:D002295
DB00537,MESH:D002295
DB00541,MESH:D002295
DB00829,MESH:D002295
DB01174,MESH:D002295
DB01179,MESH:D002295
DB00312,MESH:D002303
DB00325,MESH:D002303
DB00668,MESH:D002303
DB00997,MESH:D002303
DB01427,MESH:D002303
DB00441,MESH:D002305
DB00448,MESH:D002305
DB00178,MESH:D002311
DB00458,MESH:D002311
DB00495,MESH:D002311
DB00604,MESH:D002311
DB00678,MESH:D002311
DB00907,MESH:D002311
DB00993,MESH:D002311
DB01136,MESH:D002311
DB01356,MESH:D002311
DB00284,MESH:D002312
DB00388,MESH:D002312
DB00678,MESH:D002312
DB00867,MESH:D002312
DB00898,MESH:D002312
DB00968,MESH:D002312
DB01115,MESH:D002312
DB00255,MESH:D002318
DB00277,MESH:D002318
DB00350,MESH:D002318
DB00360,MESH:D002318
DB00381,MESH:D002318
DB00482,MESH:D002318
DB00544,MESH:D002318
DB00603,MESH:D002318
DB00683,MESH:D002318
DB00753,MESH:D002318
DB00945,MESH:D002318
DB01076,MESH:D002318
DB01115,MESH:D002318
DB01118,MESH:D002318
DB01124,MESH:D002318
DB01169,MESH:D002318
DB01200,MESH:D002318
DB01240,MESH:D002318
DB01268,MESH:D002318
DB01592,MESH:D002318
DB04854,MESH:D002318
DB08964,MESH:D002318
DB09130,MESH:D002318
DB14001,MESH:D002318
DB00302,MESH:D002341
DB00829,MESH:D002349
DB01356,MESH:D002349
DB00675,MESH:D002357
DB02709,MESH:D002357
DB00007,MESH:D002375
DB00091,MESH:D002375
DB00126,MESH:D002375
DB00166,MESH:D002375
DB00181,MESH:D002375
DB00334,MESH:D002375
DB00381,MESH:D002375
DB00411,MESH:D002375
DB00417,MESH:D002375
DB00475,MESH:D002375
DB00490,MESH:D002375
DB00514,MESH:D002375
DB00521,MESH:D002375
DB00568,MESH:D002375
DB00605,MESH:D002375
DB00624,MESH:D002375
DB00661,MESH:D002375
DB00831,MESH:D002375
DB00864,MESH:D002375
DB01043,MESH:D002375
DB01113,MESH:D002375
DB01151,MESH:D002375
DB01184,MESH:D002375
DB01191,MESH:D002375
DB01200,MESH:D002375
DB01205,MESH:D002375
