drugID,diseaseID,label,split,count_drug,count_disease,q_score_Description,q_score_Pathway,q_score_Slim,p_score_Target,p_score_Category,p_score_Conditions,p_score_Description,p_score_Mechanism,p_score_Pharmacodynamics,p_score_Smile,adj_q_score_Description,adj_q_score_Pathway,adj_q_score_Slim,adj_p_score_Target,adj_p_score_Category,adj_p_score_Conditions,adj_p_score_Description,adj_p_score_Mechanism,adj_p_score_Pharmacodynamics,adj_p_score_Smile
DB00829,MESH:D054058,1,train,24.0,115.0,0.7076285,0.4349593495934959,1.0,0.0,0.1621621621621621,0.0136986301369863,0.75489056,0.8303475,0.83167267,0.2446808510638297,16.983083999999998,10.4390243902439,24.0,0.0,18.64864864864864,1.5753424657534243,86.8124144,95.4899625,95.64235705,28.138297872340416
DB00218,MESH:D003967,1,train,164.0,12.0,0.57299036,0.3791208791208791,1.0,0.75,0.6923076923076923,0.0833333333333333,0.96841073,0.942122,0.87808335,0.4653465346534653,93.97041904,62.175824175824175,164.0,9.0,8.307692307692307,0.9999999999999996,11.62092876,11.305464,10.5370002,5.584158415841584
DB00388,MESH:D013610,1,train,185.0,50.0,0.8333267,0.4944649446494464,1.0,0.6,0.4210526315789473,0.1166666666666666,0.9128127,0.9097556,0.8545339,0.5813953488372093,154.1654395,91.47601476014758,185.0,30.0,21.052631578947363,5.83333333333333,45.640635,45.48778,42.726695,29.069767441860467
DB00593,MESH:D005334,1,train,174.0,30.0,0.7099565,0.4259259259259259,1.0,0.1,0.2790697674418604,0.1428571428571428,0.9481854,0.86942613,0.83047384,0.3035714285714285,123.532431,74.1111111111111,174.0,3.0,8.372093023255813,4.285714285714284,28.445562,26.0827839,24.9142152,9.107142857142854
DB01132,MESH:D001744,1,train,7.0,43.0,0.6944658,0.047945205479452,0.6666666666666666,0.0833333333333333,0.0909090909090909,0.0,0.75110453,0.7615917,0.8608744,0.1796875,4.8612606000000005,0.3356164383561639,4.666666666666666,3.583333333333332,3.9090909090909087,0.0,32.29749479,32.7484431,37.0175992,7.7265625
DB00671,MESH:D006968,1,train,10.0,7.0,0.5597757,0.1435643564356435,0.5,0.0,0.5789473684210527,0.1739130434782608,0.79488194,0.9574945,0.87574804,0.3333333333333333,5.597757,1.435643564356435,5.0,0.0,4.052631578947368,1.2173913043478255,5.56417358,6.7024615,6.13023628,2.333333333333333
DB01026,MESH:D009325,1,train,260.0,56.0,0.7947164,0.5114942528735632,1.0,0.1428571428571428,0.3970588235294117,0.1666666666666666,0.9298463,0.9148866,0.8981072,0.5375,206.626264,132.98850574712642,260.0,7.9999999999999964,22.23529411764705,9.33333333333333,52.0713928,51.2336496,50.2940032,30.1
DB00422,MESH:D004830,1,train,85.0,68.0,0.8038082,0.5092936802973977,1.0,0.2857142857142857,0.3023255813953488,0.6666666666666666,0.8644779,0.9178011,0.8467642,0.3846153846153846,68.323697,43.289962825278806,85.0,19.428571428571427,20.55813953488372,45.33333333333333,58.7844972,62.4104748,57.5799656,26.153846153846157
DB00834,MESH:D000787,1,train,78.0,31.0,0.7699555,0.1860465116279069,0.5,0.25,0.2584269662921348,0.0,0.7347961,0.85548246,0.81551695,0.2627118644067797,60.056529,14.511627906976738,39.0,7.75,8.01123595505618,0.0,22.7786791,26.51995626,25.28102545,8.14406779661017
DB00898,MESH:D001919,1,train,228.0,180.0,0.7473122,0.4043887147335423,1.0,0.3015873015873015,0.2456140350877192,0.08,0.6950278,0.83162177,0.85388976,0.1428571428571428,170.3871816,92.20062695924764,228.0,54.28571428571427,44.21052631578946,14.4,125.105004,149.6919186,153.7001568,25.7142857142857
DB00661,MESH:D012640,1,train,365.0,99.0,0.8520075,0.4715549936788875,1.0,0.2857142857142857,0.4084507042253521,0.1764705882352941,0.8430211,0.9127664,0.8556087,0.2803030303030303,310.9827375,172.11757269279394,365.0,28.285714285714285,40.43661971830986,17.470588235294116,83.4590889,90.3638736,84.7052613,27.75
DB00599,MESH:D009410,1,train,88.0,64.0,0.7821574,0.5145413870246085,1.0,0.3333333333333333,0.5555555555555556,0.0909090909090909,0.8747084,0.8561197,0.85428697,0.75,68.82985120000001,45.27964205816555,88.0,21.33333333333333,35.55555555555556,5.8181818181818175,55.9813376,54.7916608,54.67436608,48.0
DB00907,MESH:D010020,1,train,3.0,285.0,0.77565384,1.0,0.5,0.0,0.0632911392405063,0.0,0.7757137,0.7112483,0.6811126,0.1666666666666666,2.32696152,3.0,1.5,0.0,18.0379746835443,0.0,221.0784045,202.7057655,194.117091,47.49999999999998
DB00370,MESH:D016055,1,train,67.0,38.0,0.6919291,0.2857142857142857,0.0,0.4166666666666667,0.4833333333333333,0.2,0.9034684,0.8483869,0.8959453,0.3263157894736842,46.3592497,19.142857142857142,0.0,15.833333333333334,18.366666666666664,7.6,34.3317992,32.2387022,34.0459214,12.4
DB00635,MESH:D017240,1,train,8.0,211.0,0.7940037,0.6870748299319728,0.6666666666666666,0.0,0.1014492753623188,0.0,0.82347685,0.86196166,0.79763544,0.1616161616161616,6.3520296,5.496598639455782,5.333333333333333,0.0,21.405797101449267,0.0,173.75361535000002,181.87391026,168.30107784,34.1010101010101
DB00247,MESH:D003680,1,train,34.0,30.0,0.8108884,0.0014409221902017,0.3333333333333333,0.3529411764705882,0.3265306122448979,0.0,0.8914336,0.87420034,0.8656758,0.3333333333333333,27.5702056,0.0489913544668577,11.333333333333332,10.588235294117649,9.795918367346935,0.0,26.743008000000003,26.2260102,25.970274,10.0
DB00981,MESH:D002375,1,train,135.0,58.0,0.8410803,0.3674242424242424,1.0,0.4,0.2093023255813953,0.0,0.9315261,0.9103799,0.8952266,0.2988505747126437,113.5458405,49.60227272727272,135.0,23.200000000000003,12.139534883720929,0.0,54.0285138,52.8020342,51.9231428,17.333333333333336
DB00477,MESH:D000743,1,train,88.0,111.0,0.8108547,0.3033707865168539,1.0,0.40625,0.4090909090909091,0.05,0.908092,0.85189474,0.8384211,0.5617977528089888,71.3552136,26.696629213483146,88.0,45.09375,45.409090909090914,5.550000000000001,100.798212,94.56031614,93.0647421,62.35955056179776
DB00445,MESH:D018487,1,train,97.0,63.0,0.8752073,0.55,1.0,0.5,0.4102564102564102,0.0476190476190476,0.893711,0.96616846,0.89143693,1.0,84.8951081,53.35,97.0,31.5,25.846153846153843,2.999999999999999,56.303793,60.86861298,56.16052659,63.0
DB00813,MESH:D006212,1,train,156.0,63.0,0.7492137,0.2857142857142857,1.0,0.6,0.5,0.2,0.8756033,0.90739083,0.85764074,0.3557692307692308,116.8773372,44.57142857142857,156.0,37.8,31.5,12.6,55.1630079,57.16562229,54.03136662,22.41346153846154
DB01156,MESH:D001068,1,train,33.0,58.0,0.73996645,0.3333333333333333,1.0,0.5,0.25,0.1428571428571428,0.89761966,0.869762,0.8202399,0.296875,24.41889285,11.0,33.0,29.0,14.5,8.285714285714281,52.06194028,50.446196,47.5739142,17.21875
DB01210,MESH:D013262,1,train,200.0,6.0,0.73778677,0.294289897510981,0.0,0.4,0.3265306122448979,0.6666666666666666,0.92930776,0.90221184,0.8920212,0.3333333333333333,147.557354,58.8579795021962,0.0,2.4000000000000004,1.9591836734693877,4.0,5.5758465600000005,5.41327104,5.3521272,2.0
DB01085,MESH:D005902,1,train,5.0,53.0,0.54857695,0.193717277486911,1.0,0.0,0.1323529411764706,0.3333333333333333,0.886635,0.76540107,0.8810797,0.1358024691358024,2.74288475,0.968586387434555,5.0,0.0,7.014705882352941,17.666666666666664,46.991655,40.56625671,46.6972241,7.197530864197527
DB00422,MESH:D009325,1,train,260.0,68.0,0.73415637,0.4909090909090909,1.0,0.5,0.3023255813953488,0.6666666666666666,0.8707264,0.9178011,0.8297467,0.3846153846153846,190.8806562,127.63636363636364,260.0,34.0,20.55813953488372,45.33333333333333,59.2093952,62.4104748,56.4227756,26.153846153846157
DB00788,MESH:D014657,1,train,54.0,71.0,0.82836324,0.2897727272727273,0.5,0.6666666666666666,0.6326530612244898,0.2580645161290322,0.93998766,0.9124408,0.8896817,0.4477611940298507,44.73161496,15.647727272727272,27.0,47.33333333333333,44.91836734693878,18.322580645161285,66.73912386,64.7832968,63.1674007,31.7910447761194
DB06288,MESH:D004421,1,train,102.0,28.0,0.8500624,0.2412587412587412,1.0,0.375,0.65,0.25,0.9345299,0.9084732,0.8941139,0.6375,86.7063648,24.608391608391603,102.0,10.5,18.2,7.0,26.1668372,25.4372496,25.0351892,17.849999999999998
DB00877,MESH:D006332,1,train,89.0,84.0,0.8298725,0.5143112701252236,1.0,0.0,0.3454545454545454,0.2105263157894736,0.8966845,0.85682935,0.87709945,0.4755555555555555,73.8586525,45.7737030411449,89.0,0.0,29.01818181818181,17.68421052631578,75.321498,71.9736654,73.6763538,39.946666666666665
DB00343,MESH:D000419,1,train,42.0,83.0,0.9183344,0.4959785522788204,1.0,0.0909090909090909,0.3424657534246575,0.1904761904761904,0.9476432,0.8035182,0.89721906,0.3189655172413793,38.5700448,20.83109919571045,42.0,7.545454545454544,28.42465753424657,15.809523809523805,78.6543856,66.6920106,74.46918198,26.47413793103448
DB00482,MESH:D009422,1,train,118.0,75.0,0.78889966,0.419672131147541,0.5,0.1428571428571428,0.3230769230769231,0.3333333333333333,0.94953823,0.8982371,0.8756106,0.3258426966292135,93.09015988,49.52131147540984,59.0,10.71428571428571,24.230769230769237,25.0,71.21536725,67.3677825,65.670795,24.43820224719101
DB00252,MESH:D000748,1,train,12.0,208.0,0.7708257,0.1781609195402298,1.0,0.0303030303030303,0.25,0.0,0.8133808,0.72089255,0.7655456,0.2072072072072072,9.2499084,2.1379310344827576,12.0,6.303030303030303,52.0,0.0,169.18320640000002,149.9456504,159.2334848,43.0990990990991
DB00436,MESH:D006934,1,train,37.0,10.0,0.7029015,0.2481617647058823,0.3333333333333333,0.6,0.7391304347826086,0.5,0.8935609,0.9881513,0.92721355,0.3409090909090909,26.0073555,9.181985294117643,12.333333333333332,6.0,7.391304347826086,5.0,8.935609,9.881513,9.2721355,3.4090909090909087
DB01586,MESH:D008106,1,train,51.0,34.0,0.78901756,0.624031007751938,1.0,0.5,0.4583333333333333,0.5,0.861254,0.85054004,0.9073468,0.7282608695652174,40.23989556,31.82558139534884,51.0,17.0,15.583333333333332,17.0,29.282636,28.91836136,30.8497912,24.76086956521739
DB00778,MESH:D014581,1,train,124.0,14.0,0.68292254,0.3805774278215222,0.5,0.0,0.3636363636363636,0.2,0.98826957,0.9078835,0.8865768,0.341991341991342,84.68239496,47.19160104986875,62.0,0.0,5.09090909090909,2.8000000000000003,13.83577398,12.710369,12.4120752,4.787878787878788
DB00734,MESH:D009422,1,train,118.0,120.0,0.8445783,0.419672131147541,1.0,0.5789473684210527,0.4868421052631579,0.25,0.89083123,0.91602325,0.8871217,0.2727272727272727,99.6602394,49.52131147540984,118.0,69.47368421052632,58.42105263157895,30.0,106.8997476,109.92279,106.454604,32.72727272727273
DB01211,MESH:D007174,1,train,35.0,59.0,0.6976793,0.2258064516129032,1.0,0.2,0.1636363636363636,0.0,0.71968067,0.7516166,0.67945343,0.1079545454545454,24.4187755,7.903225806451612,35.0,11.8,9.654545454545453,0.0,42.46115953,44.3453794,40.08775237,6.369318181818179
DB00207,MESH:D029481,1,train,11.0,49.0,0.79347694,0.1811594202898551,0.5,0.0,0.475,0.1071428571428571,0.981588,0.9125478,0.88058627,0.7662337662337663,8.72824634,1.9927536231884064,5.5,0.0,23.275,5.249999999999997,48.097812,44.7148422,43.14872723,37.54545454545455
DB01151,MESH:D014202,1,train,165.0,59.0,0.85599256,0.2926829268292683,1.0,0.8,0.5652173913043478,0.3043478260869565,0.9771439,0.92552936,0.90295166,0.5641025641025641,141.23877240000002,48.29268292682927,165.0,47.2,33.34782608695652,17.956521739130434,57.6514901,54.60623224,53.274147940000006,33.282051282051285
DB00819,MESH:D006984,1,train,35.0,67.0,0.8041986,0.5838926174496644,1.0,0.0666666666666666,0.131578947368421,0.0,0.86672,0.8652298,0.8259617,0.2075471698113207,28.146951,20.436241610738254,35.0,4.466666666666662,8.815789473684207,0.0,58.070240000000005,57.9703966,55.3394339,13.905660377358489
DB00586,MESH:D009798,1,train,32.0,112.0,0.7226807,0.2368421052631578,0.3333333333333333,0.0,0.1466666666666666,0.0454545454545454,0.8789157,0.8815977,0.8363365,0.2985074626865671,23.1257824,7.5789473684210495,10.666666666666666,0.0,16.426666666666662,5.090909090909085,98.4385584,98.7389424,93.669688,33.43283582089551
DB00441,MESH:D012640,1,train,365.0,91.0,0.8055092,0.4604409857328145,1.0,0.3333333333333333,0.4444444444444444,0.0303030303030303,0.9243357,0.888762,0.88618565,0.5666666666666667,294.01085800000004,168.0609597924773,365.0,30.33333333333333,40.44444444444444,2.7575757575757573,84.1145487,80.877342,80.64289415,51.56666666666666
DB00531,MESH:D009369,1,train,79.0,236.0,0.80796945,0.5079522862823062,1.0,1.0,0.7678571428571429,0.1,0.87795323,0.91939783,0.99803627,0.3684210526315789,63.82958655,40.12823061630218,79.0,236.0,181.2142857142857,23.6,207.19696228,216.97788788,235.53655972,86.94736842105263
DB00917,MESH:D013927,1,train,80.0,64.0,0.7810888,0.4669811320754716,1.0,0.1818181818181818,0.3225806451612903,0.0666666666666666,0.81662124,0.81743896,0.8181422,0.5795454545454546,62.487104,37.35849056603773,80.0,11.636363636363637,20.64516129032258,4.266666666666662,52.26375936,52.31609344,52.3611008,37.09090909090909
DB00945,MESH:D001249,1,train,55.0,217.0,0.8581665,0.5138004246284501,1.0,0.1142857142857142,0.375,0.0512820512820512,0.86168283,0.85748374,0.83395445,0.5121951219512195,47.199157500000005,28.25902335456476,55.0,24.79999999999998,81.375,11.12820512820511,186.98517411,186.07397158,180.96811565,111.14634146341464
DB01235,MESH:D016055,1,train,67.0,73.0,0.7660785,0.2857142857142857,1.0,0.4,0.2340425531914893,0.1666666666666666,0.87746024,0.8512374,0.85716105,0.3050847457627119,51.3272595,19.142857142857142,67.0,29.200000000000003,17.08510638297872,12.166666666666664,64.05459752,62.1403302,62.57275665,22.27118644067797
DB01603,MESH:D053201,1,train,18.0,22.0,0.74367267,0.2678571428571429,1.0,0.0,0.5,0.0,0.8148055,0.8991066,0.7955538,0.5287356321839081,13.386108060000002,4.821428571428572,18.0,0.0,11.0,0.0,17.925721,19.7803452,17.5021836,11.632183908045976
DB01181,MESH:D009374,1,train,57.0,101.0,0.71240544,0.5852585258525853,1.0,1.0,0.7678571428571429,0.1818181818181818,0.9603702,0.85467565,0.78285545,0.3684210526315789,40.60711008,33.35973597359736,57.0,101.0,77.55357142857143,18.36363636363636,96.9973902,86.32224065,79.06840045,37.21052631578947
DB00917,MESH:D013610,1,train,185.0,64.0,0.7673819,0.4944649446494464,1.0,0.8,0.3243243243243243,0.25,0.7958882,0.84633106,0.84576505,0.5795454545454546,141.96565149999998,91.47601476014758,185.0,51.2,20.756756756756754,16.0,50.9368448,54.16518784,54.1289632,37.09090909090909
DB01394,MESH:D003967,1,train,164.0,79.0,0.6185447,0.5214723926380368,1.0,1.0,0.2692307692307692,0.0833333333333333,0.8638007,0.9029007,0.9030302,0.3193277310924369,101.4413308,85.52147239263803,164.0,79.0,21.269230769230766,6.58333333333333,68.2402553,71.3291553,71.3393858,25.226890756302517
DB01041,MESH:D001321,1,train,38.0,132.0,0.7326288,0.5224321133412042,0.5,0.0,0.1607142857142857,0.0,0.84103745,0.87193465,0.8482367,0.2162162162162162,27.8398944,19.85242030696576,19.0,0.0,21.21428571428571,0.0,111.0169434,115.0953738,111.9672444,28.540540540540537
DB00443,MESH:D014694,1,train,7.0,48.0,0.84996367,0.5606060606060606,1.0,0.5,0.4831460674157303,0.3082191780821918,0.86334443,0.9030749,0.93302035,1.0,5.949745689999999,3.924242424242424,7.0,24.0,23.19101123595505,14.794520547945206,41.44053264,43.3475952,44.7849768,48.0
DB01012,MESH:D012770,1,train,31.0,9.0,0.65902996,0.1219512195121951,0.0,0.0,0.1372549019607843,0.0097087378640776,0.88955307,0.85606384,0.8086713,0.3473684210526316,20.42992876,3.780487804878048,0.0,0.0,1.2352941176470589,0.0873786407766984,8.00597763,7.70457456,7.2780417,3.1263157894736846
DB00470,MESH:D050197,1,train,63.0,36.0,0.7938761,0.457280385078219,1.0,0.0,0.2285714285714285,0.0,0.86976373,0.7577522,0.82572985,0.2096774193548387,50.0141943,28.808664259927795,63.0,0.0,8.228571428571426,0.0,31.31149428,27.2790792,29.7262746,7.548387096774193
DB00391,MESH:D005334,1,train,174.0,50.0,0.74984515,0.44874715261959,1.0,0.4,0.65,0.2222222222222222,0.9345299,0.8756665,0.8573282,0.6375,130.47305609999998,78.08200455580865,174.0,20.0,32.5,11.11111111111111,46.726495,43.783325,42.86641,31.875
DB00499,MESH:D017588,1,train,1.0,33.0,0.8211691,0.0416666666666666,0.5,0.2,0.1153846153846153,0.0,0.7761428,0.7710956,0.64161825,0.0588235294117647,0.8211691,0.0416666666666666,0.5,6.6000000000000005,3.807692307692305,0.0,25.6127124,25.4461548,21.17340225,1.941176470588235
DB00599,MESH:D004830,1,train,85.0,64.0,0.8038082,0.3274509803921568,1.0,0.4545454545454545,0.5714285714285714,0.25,0.88731295,0.9860987,0.93250084,0.74,68.323697,27.83333333333333,85.0,29.090909090909086,36.57142857142857,16.0,56.7880288,63.1103168,59.68005376,47.36
DB00678,MESH:D001018,1,train,11.0,66.0,0.8399777,0.5966386554621849,1.0,0.0,0.1830985915492957,0.0,0.8850249,0.7904094,0.8781141,0.2242424242424242,9.2397547,6.563025210084033,11.0,0.0,12.084507042253517,0.0,58.4116434,52.167020400000006,57.9555306,14.799999999999995
DB01211,MESH:D005334,1,train,174.0,59.0,0.7171316,0.4753451676528599,1.0,0.1666666666666666,0.475,0.2666666666666666,0.96802795,0.9453707,0.89755964,0.7662337662337663,124.7808984,82.71005917159762,174.0,9.83333333333333,28.025,15.73333333333333,57.11364905,55.7768713,52.95601876,45.20779220779221
DB00673,MESH:D014839,1,train,223.0,5.0,0.56336963,0.4437086092715232,1.0,0.0434782608695652,0.2857142857142857,0.6666666666666666,0.94791526,0.88246846,0.9466914,0.2446043165467626,125.63142749,98.94701986754968,223.0,0.217391304347826,1.4285714285714284,3.333333333333333,4.7395763,4.4123423,4.733457,1.223021582733813
DB00197,MESH:D003920,1,train,37.0,59.0,0.7927964,0.4065743944636678,1.0,0.3333333333333333,0.375,0.0,0.6748926,0.920748,0.8601937,0.3982300884955752,29.3334668,15.043252595155709,37.0,19.666666666666664,22.125,0.0,39.8186634,54.324132,50.7514283,23.495575221238937
DB00321,MESH:D011537,1,train,112.0,108.0,0.73364806,0.3947368421052631,0.5,0.5142857142857142,0.4823529411764706,0.1111111111111111,0.91851246,0.90106165,0.8807685,0.7183098591549296,82.16858272,44.210526315789465,56.0,55.54285714285714,52.09411764705882,12.0,99.19934568,97.3146582,95.122998,77.5774647887324
DB00657,MESH:D001997,1,train,6.0,21.0,0.72894275,0.2192513368983957,0.0,0.0,0.108695652173913,0.0,0.8440578,0.8604908,0.85221285,0.1538461538461538,4.3736565,1.3155080213903745,0.0,0.0,2.282608695652173,0.0,17.7252138,18.0703068,17.89646985,3.23076923076923
DB00238,MESH:D000505,1,train,39.0,34.0,0.5735861,0.2622478386167147,0.5,0.5,0.1714285714285714,1.0,0.88165665,0.91538906,0.8410623,0.2045454545454545,22.3698579,10.227665706051871,19.5,17.0,5.828571428571427,34.0,29.9763261,31.12322804,28.596118200000003,6.954545454545453
DB00196,MESH:D006529,1,train,96.0,39.0,0.72012854,0.4498346196251378,0.5,0.0,0.1612903225806451,0.0689655172413793,0.9126975,0.8613136,0.81119585,0.1785714285714285,69.13233984,43.18412348401323,48.0,0.0,6.290322580645159,2.6896551724137927,35.5952025,33.5912304,31.636638150000003,6.964285714285711
DB00773,MESH:D009101,1,train,40.0,106.0,0.8483462,0.4308300395256916,0.5,0.5,0.4035087719298245,0.2058823529411764,0.89383274,0.88168836,0.88178456,0.2228260869565217,33.933848000000005,17.233201581027664,20.0,53.0,42.7719298245614,21.8235294117647,94.74627044,93.45896616,93.46916336,23.6195652173913
DB00115,MESH:D003161,1,train,12.0,48.0,0.78678966,0.0149253731343284,0.5,0.0,0.0588235294117647,0.0,0.58013546,0.81493604,0.67794454,0.1886363636363636,9.441475919999998,0.1791044776119408,6.0,0.0,2.8235294117647056,0.0,27.84650208,39.11692992,32.541337920000004,9.054545454545451
DB00904,MESH:D007415,1,train,2.0,48.0,0.68893397,0.0714285714285714,1.0,0.0,0.1627906976744186,0.0,0.80640763,0.7517619,0.75194913,0.2019230769230769,1.37786794,0.1428571428571428,2.0,0.0,7.813953488372093,0.0,38.707566240000006,36.0845712,36.09355824,9.692307692307692
DB00945,MESH:D004417,1,train,82.0,217.0,0.73201656,0.0,1.0,0.0689655172413793,0.3278688524590163,0.1222222222222222,0.8847065,0.8677723,0.8168299,0.3134328358208955,60.025357920000005,0.0,82.0,14.965517241379308,71.14754098360655,26.52222222222222,191.9813105,188.3065891,177.2520883,68.01492537313432
DB00432,MESH:D009336,1,train,230.0,0.0,0.0,0.0,0.0,1.0,0.4411764705882353,0.0,0.9261431,0.8999189,0.87696993,0.4788732394366197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB00727,MESH:D018281,1,train,5.0,69.0,0.8041208,0.4374240583232077,0.5,0.0,0.025,0.0,0.7063349,0.7930896,0.72525346,0.0597014925373134,4.020604,2.1871202916160386,2.5,0.0,1.725,0.0,48.7371081,54.7231824,50.04248874,4.1194029850746245
DB00997,MESH:D018500,1,train,23.0,226.0,0.87573826,0.8361581920903955,1.0,0.0,0.2352941176470588,0.0833333333333333,0.9042821,0.8296757,0.89474916,0.2925170068027211,20.14197998,19.231638418079097,23.0,0.0,53.17647058823529,18.833333333333325,204.3677546,187.5067082,202.21331016,66.10884353741497
DB01183,MESH:D002375,1,train,135.0,77.0,0.8410803,0.3674242424242424,1.0,0.5714285714285714,0.3947368421052631,0.2222222222222222,0.86976784,0.9053551,0.88512385,0.759493670886076,113.5458405,49.60227272727272,135.0,44.0,30.39473684210526,17.11111111111111,66.97212368,69.7123427,68.15453645000001,58.481012658227854
DB09167,MESH:D002819,1,train,53.0,9.0,0.81936467,0.0930232558139535,1.0,0.5,0.3835616438356164,0.25,0.8109638,0.90394616,0.89310193,0.375,43.42632751,4.930232558139536,53.0,4.5,3.4520547945205475,2.25,7.2986742,8.13551544,8.03791737,3.375
DB00698,MESH:D006942,1,train,1.0,63.0,0.8395294,0.1496062992125983,0.3333333333333333,0.0,0.0,0.0,0.826436,0.8050425,0.65338767,0.1,0.8395294,0.1496062992125983,0.3333333333333333,0.0,0.0,0.0,52.065468,50.7176775,41.16342321,6.300000000000001
DB01136,MESH:D003072,1,train,134.0,65.0,0.75378746,0.4072249589490968,1.0,0.2727272727272727,0.4067796610169492,0.2,0.8542444,0.897223,0.8836219,0.3786407766990291,101.00751964,54.56814449917898,134.0,17.727272727272727,26.440677966101696,13.0,55.525886,58.319495,57.4354235,24.611650485436893
DB00158,MESH:D000430,1,train,8.0,85.0,0.8615087,0.25,0.6666666666666666,0.0,0.2068965517241379,0.1304347826086956,0.6603412,0.87677944,0.6697412,0.1726618705035971,6.8920696,2.0,5.333333333333333,0.0,17.586206896551722,11.086956521739124,56.129002,74.5262524,56.928002000000006,14.676258992805751
DB00281,MESH:D003875,1,train,131.0,98.0,0.8493484,0.5731414868105515,1.0,0.2666666666666666,0.3157894736842105,0.0389610389610389,0.7885114,0.85953915,0.86969984,0.4117647058823529,111.2646404,75.08153477218225,131.0,26.13333333333333,30.94736842105263,3.818181818181812,77.27411719999999,84.2348367,85.23058432,40.35294117647059
DB00518,MESH:D019586,1,train,33.0,16.0,0.79034984,0.0121951219512195,1.0,0.0,0.1111111111111111,0.0,0.9078499,0.82637846,0.8025194,0.1962616822429906,26.08154472,0.4024390243902435,33.0,0.0,1.7777777777777777,0.0,14.5255984,13.22205536,12.8403104,3.140186915887849
DB00802,MESH:D001049,1,train,67.0,20.0,0.6075328,0.375,0.5,0.3333333333333333,0.8064516129032258,0.5,0.9546245,0.9333669,0.88452697,0.5980392156862745,40.7046976,25.125,33.5,6.666666666666666,16.129032258064516,10.0,19.09249,18.667338,17.6905394,11.96078431372549
